isbn,summary,rating
0375707972,"At the age of fifteen, Michael Berg falls in love with a woman who
disappears, and while observing a trial as a law student years later,
he is shocked to discover the same woman as the defendant in a
horrible crime",7
0618126988,"Tales and legends chronicling the world&#39;s beginnings and the
happenings of the First Age, focusing on the theft of the Simarils--
the three jewels crafted by Fèeanor--by Morgoth, first Dark Lord of
Middle-earth.",7
0060094850,"One of the most provocative and original coming-of-age novels to
appear in a long time, The Torn Skirt is a lyrical story that soars
with an honest understanding of the teenage condition.",6
0345446860,"Beck Davitch looks back on her thirty-year marriage to Joe and her
role as a mother and manager of the Open Arms, wondering if she is
living the life she was meant to live and reconsidering her dedication
to the family business.",6
0446310492,"The explosion of racial hate and violence in a small Alabama town is
viewed by a little girl whose father defends a black man accused of
rape",10
0399501487,"The classic tale of a group of English school boys who are left
stranded on an unpopulated island, and who must confront not only the
defects of their society but the defects of their own nature.",7
157566559X,"Blending fact and real-life characters with fiction, this historical
novel re-creates the life of Florence Lawrence, an early twentieth-
century actress and vaudevillian who by 1910 was the &quot;Biograph
Girl,&quot; the world&#39;s first movie star In ...",7
0060287802,"Multiple-choice questions about the right thing to do in different
situations.",7
0345417623,"Using a quantum time machine, a group of young historians is sent back
to the year 1357 to rescue their trapped project leader.",8
042517736X,"A mysterious transmission from the depths of the Atlantic Ocean sends
a team of oceanographers and divers on a perilous quest in search of a
discovery that could transform modern science and the future of
humankind. Original.",7
0425172554,"Internationally chaos looms on the horizon as a group of hardline
communists plot with Islamic militants to reconstitute the Soviet
Union. Original.",7
0425177173,"When a research ship manned by Dirk Pitt and members of the U.S.
National Underwater and Marine Agency is nearly sunk by a vessel from
the past, Pitt finds himself caught up in an ancient mystery with
lethal ties to the present, matching ...",6
0380727501,"Veering from the ludicrous to the endearing and back again, Notes from
a Small Island is a delightfully irreverent jaunt around the
unparalleled floating nation that has produced zebra crossings,
Shakespeare, Twiggie Winkie&#39;s Farm, and ...",8
0345440773,"Thief, scoundrel, and all-around bad guy Althalus teams up with
unlikely companion Dweia, an all-powerful goddess, on an epic journey
that pits love and friendship against an ultimate evil force.",7
0684868911,"The author of The Christmas Box and The Looking Glass returns to the
moving but unfinished saga of Faye Murrow and Michael Keddington.",9
0062502182,"A fable about undauntingly following one&#39;s dreams, listening to
one&#39;s heart, and reading life&#39;s omens features dialogue
between a boy and an unnamed being. 50,000 first printing. $50,000
ad/promo.",8
0060175400,"Taking its place alongside the classic works of postcolonial
literature, this ambitious novel establishes Kingsolver as one of the
most thoughtful and daring of modern writers.",9
0812566629,"In an alternative history of the twentieth century, Europe is replaced
by a land of nightmarish jungle and monsters that contains the secret
of human destiny.",8
0451524829,"Sightings of a ghostly figure in the Paris opera house lead to a
discovery of a disfigured genius who secretly lives among its
passageways",8
0671027344,"A #1 New York Times best seller for more than a year, an American
Library Association Best Book for Young Adults (2000) and Best Book
for Reluctant Readers (2000), and with millions of copies in print,
this novel for teen readers (or ...",8
044023722X,"Racial tension, a forbidden love affair, and murder are seen through
the eyes of a seven-year-old boy in a 1950s Southern cotton-farming
community.",7
0553580876,"Army issue to the core, Sergeant Hanson and his buddies Quinn and
Silver are superb soldiers, but their lust for war leads to
catastrophe in Vietnam.",9
0553268449,"If the liquid in the bottle is actually is the secret essence of the
universe, as some folks seem to think, it had better be discovered
soon becaused it is leaking and there is only a drop of two left. From
the Trade Paperback edition.",8
0385475713,"Takes readers into the life and mind of Grace Marks, one of the most
notorious women of the 1840s, who is serving a life sentence for
murders she claims she cannot remember. 200,000 first printing.
$200,000 ad/promo. Tour.",6
0553578693,"When the daughter of FBI Special Agent Pierce Quincy dies suddenly,
the death is ruled an accident, until investigator Rainie Conner
uncovers evidence that points to a killer with the ability to unleash
his victims&#39; innermost fears.",8
0553280341,"California private eye Kinsey Millhone takes on a case where nothing
seems to add up--one apartment burgled of worthless papers, another
mindlessly ransacked and destroyed, a house destroyed by arson, and a
woman brutally slain",8
0689825234,"Fourteen-year-old Liyana, the daughter of a native Palestinian,
challenges her family, culture, and tradition when she falls in love
with Omer, a Jewish boy, after her family moves to Jerusalem from St.
Louis. Reprint.",9
0553375407,"So begins Ishmael, an utterly unique and captivating novel that has
earned a large and passionate following among readers and critics
alike-one of the most beloved and bestselling novels of spiritual
adventure ever published.",8
0743418174,"Humiliated to discover that her ex-boyfriend has been chronicling
their former sex life in a series of articles called &quot;Loving a
Larger Woman&quot; in a popular women&#39;s magazine, pop-culture
journalist Cannie Shapiro embarks on an adventure ...",8
0140348107,"Young Sam Gribley spends a winter alone in the Catskills by living off
the land.",8
044022165X,"Abandoning his aspirations about living the good life, Memphis
attorney Rudy Baylor fears he will lose everything in the face of a
pivotal case that could cost him his life or turn him into the biggest
rainmaker in the land. Reprint.",7
0671793489,"A student obsessed with her English professor is accused of his
murder, but cannot remember how her fingerprints could possibly have
been found at the scene of the crime",7
0060506679,"The tale of a terrible event that devastates three families, after two
young girls discover by of an unsupervised baby on an empty street,
Every Secret Thing is a bravura demonstration of the extraordinary
storytelling skill that has won ...",4
0375701427,"The rise and fall of the American Dream provide the backdrop for the
story of Swede Levov, a prosperous New Jersey man and grandson of
immigrants, whose fanatical daughter bombs a post office in 1968.
Reprint. 100,000 first printing.",7
0553135457,"Stingo came to Brooklyn to write a novel, but, he becomes involved
with the couple living in the upstairs apartment, Nathan, a Jew, and
Sophie, a vulnerable blonde beauty.",6
0803263724,"The story of a Bohemian girl in a Nebraska town depicts life in a
desolate area and the adaptation of immigrants to American life",8
0380000830,"Corwin, a prince who has escaped from prison, attempts to regain his
right to the throne of the perfect kingdom, known as Amber",8
0380014300,"Awakening in an Earth hospital unable to remember who he is or where
he came from, Corwin is amazed to learn that he is one of the sons of
Oberon, King of Amber, and is the rightful successor to the crown in a
parallel world. Reissue.",8
0812504364,"Hank Morgan, a nineteenth-century American who is accidentally
returned to sixth-century England, is a powerful analysis of such
issues as monarchy versus democracy and free will versus determinism,
but it is also one of Twain&#39;s finest ...",6
155874262X,"Features inspirational stories offering words of wisdom, hope, and
empowerment",8
0895773570,"Describes a variety of fresh and dried flowers, leaves, seed heads,
and fruits that can be used in floral arrangements, discusses
principles of design, and demonstrates basic arranging, drying, and
preserving techniques",7
0446326488,"When the teenaged grand-daughter of Brigid Farrell is given a school
assignment to research her heritage, she digs for the truth and
uncovers secrets and scandal.",7
1841492086,"Books by Tom Holt: Walled Orchard Series Goatsong The Walled Orchard
J.W. Wells &amp; Co. Series The Portable Door In Your Dreams Earth,
Air, Fire and Custard You Don&#39;t Have to Be Evil to Work Here, But
It Helps The Better Mousetrap May Contain ...",7
0312874995,"Kim Stanley Robinson&#39;s Escape From Kathmandu is a light-hearted
fantasy tribute to the world of extreme mountain climbing follows the
adventures of two American expatriates living in Nepal.",7
0425185702,"Palm Springs sleuth Archy McNally becomes caught up in a confusing web
of paternity, blackmail, and murder when he is hired by best-selling
author Sabrina Wright to find her missing husband, who vanished while
searching for Sabrina&#39;s ...",10
0684862719,"THE MIRACLE OF INNOCENCE The story of how a boy who believed in the
goodness of human nature set out to change the world.",8
0446516538,"This is a bittersweet story about two good people who discover that
true love, when it comes, is rarely fair, or right--or without pain.",7
0140376410,"In 2194 in Zimbabwe, General Matsika&#39;s three children are
kidnapped and put to work in a plastic mine while three mutant
detectives use their special powers to search for them.",8
0971942315,"Sorenson tells the story of a young married man and expectant father
just starting graduate school.",8
0553275860,"Leaving the medieval monastary of Mariabronn, Goldmund embarks on a
fantastic journey to recapture his past and discover his future",9
0590254715,"When the strange Gheik kids cast a spell on the adults in Hopnoodle,
every child&#39;s springtime wish becomes the command of their elders,
and soon the local students are partaking in skateboarding races and
video lessons. Original.",8
0060955775,"Feeling that someone significant is lacking from her life, Veronika
attempts suicide and injures herself to the point that she only has a
few days of life remaining, during which she experiences a heightened
state of awareness.",8
0671010115,"Nineteen-year-old Ezekiel &quot;Easy&quot; Rawlins and his companion,
Raymond &quot;Mouse&quot; Alexander, embark on a perilous 1939 odyssey
that takes them from Houston to a mysterious bayou world of voodoo,
sex, revenge, and death",8
0671004549,"“The mistress of high tension” (The New Yorker) and undisputed Queen
of Suspense Mary Higgins Clark brings us another New York Times
bestselling novel that USA TODAY calls “her page-turning best” about a
killer who targets lonely ...",7
055356160X,"Attorney Laurel Chandler tries not to fall for the charm of notorious
bad boy writer Jack Boudreaux, a man who has seduced half the women in
Bayou Breaux nbsp; Who will listen now?",7
0971766711,"A special edition, in slipcase, limited to 1500 copies, numbered and
signed by the author.",6
0689859376,"When Mallory and Jared attempt to rescue Simon from goblins, they use
a magical stone which enables them to see things that are normally
invisible.",8
0316182540,"When Astrid&#39;s mother, a beautiful, headstrong poet, murders a
former lover and is imprisoned for life, Astrid becomes one of the
thousands of foster children in Los Angeles.",8
0765341840,"After the arrival of the witch Moiraine in their small village of
Emond&#39;s Field, Rand al&#39;Thor and his friends must flee, thus
embarking on a quest that will lead them face-to-face with the Dark
One.",8
0451524934,"Winston Smith is a worker at the Ministry of Truth, where he falsifies
records for the party. Secretly subversive, he and his colleague Julia
try to free themselves from political slavery but the price of freedom
is betrayal.",8
0099771519,"&quot;Captivating, minutely imagined . . . a novel that refuses to
stay shut&quot; (&quot;Newsweek&quot;), &quot;Memoirs of a
Geisha&quot; is now released in a movie tie-in edition.",8
0192816489,"It is the story of two sisters, Magdalen and Norah, who discover after
the deaths of their dearly beloved parents that the parents were not
married at the time of their births.",8
0553348981,"This philosophical epic, with a large cast of characters, addresses
the fervent desire of the human race to overcome the tyranny of aging
and physical death",9
034536662X,"A timeless fable about a man whose humble life and plainspoken wisdom
are sources of inspiration for those around him. Reader&#39;s Digest
will be featuring excerpts beginning in April.",10
0684874350,"The author recounts his childhood in Depression-era Brooklyn as the
child of Irish immigrants who decide to return to worse poverty in
Ireland when his infant sister dies. 40,000 first printing. $35,000
ad/promo.",8
0786404019,"The author was one of those Palestinians expelled from Jerusalem, and
in this work he describes in vivid detail the nakba (tragedy, or
catastrophe) that his people faced.",10
0811816583,"Not least if you&#39;re a dog. Just imagine: 108,627 fire hydrants.
New York Times photographer Andrea Mohin captures the city in all its
canine variety with these candid portraits of New York dogs and their
devoted companions.",9
0373250290,"When her therapist prescribes a five-point plan to help her discover
the &quot;positive aspects of social interaction,&quot; Carrie Pilby,
a judgmental social misfit, unexpectedly gets involved with a colorful
cast of characters and finds herself in ...",5
0525945172,"From the microscopic mysteries of the genetic code to a horrifying
truth beyond all imagining, The Experiment blends cutting-edge science
with adrenaline-pumped suspense to provide a cautionary tale for our
time.",8
0375725784,"The author chronicles his life after the deaths of his parents, when
he was responsible for the care and upbringing of his eight-year-old
brother, and offers a new appendix clarifying, amending, and expanding
the original work.",7
0553210092,"Hester Prynne, a young woman in seventeenth century Massachusetts, is
condemned by Puritan law to wear a scarlet &quot;A&quot; as the symbol
of the sin she committed.",7
0395390338,"Curious George creates havoc in a pizza shop but redeems himself by
making an unusual delivery.",10
0446610100,"David Baldacci has always delivered great stories, authentic
characters, and thought-provoking ideas since he burst on the literary
scene with Absolute Power.",7
0440224624,"The author of the number-one best-seller, The Horse Whisperer,
narrates the story of a biologist who struggles to protect endangered
wolves and her love affair with the son of her most powerful opponent,
a local rancher. Reprint.",8
0446604666,"When he discovers the litterer is one of the most powerful political
fixers in Florida, the real Hiaasen-style fun begins.",6
0440216745,"Presenting the picture of perfection on the outside, Lynn Ferguson,
wife of the wealthy and successful Robert, hides her dark secret of
domestic violence as she struggles to admit the truth about her
husband",7
1857027795,"In 1995, Jean-Dominique Bauby was the editor in chief of French Elle,
the father of two young children, a forty-three-year-old man known and
loved for his wit, his style, and his impassioned approach to life.",8
051513290X,"Thirty years after the murder of her sister, photojournalist Anna
Jamieson returns to New York City, the scene of the unsolved crime,
and finds herself on a collision course with her terrifying memories
and with a fiendishly clever killer.",6
0718143043,"When Dr Sam Laschen, expert in post-traumatic stress, agrees to
provide a haven for the survivor of an horrific assault, she
doesn&#39;t realize that she is placing herself and her child at risk.",6
0515122491,"FBI Special Agent Dillon Savich teams up with new agent Lacey Sherlock
in a case that leads them back to the murder of Sherlock&#39;s sister
seven years ago-and put both their lives on the line.",9
0312971346,"New Jersey bounty hunter Stephanie Plum returns in her fifth adventure
as she struggles to make ends meet while coping with a missing Uncle
Fred, homicidal rapist and stalker Benito Ramirez, amorous vice cop
Joe Morelli, and would-be lover ...",8
0312966970,"While working for her bail bondsman cousin, Vinnie, Trenton, New
Jersey, bounty hunter Stephanie Plum finds herself hot on the trail of
a revenge-seeking waitress who seems to be leaving a wide swath of
murder and mayhem wherever she goes.",8
0399147101,"Boston private detective Spenser and his cohorts head west to Potshot,
Arizona, a haven for California millionaires seeking an escape from
their high-pressure lives, when the idyllic retreat is threatened by a
vicious local gang, under the ...",10
0449146383,"A haunting first-person account chronicles a neophyte vampire&#39;s
grisly death, his life among the undead, his loves, and his gruesome
desires",9
0553378260,"Here she tells of her tempestuous relationship with her adoptive
mother, the mythic Juts of the novels Six of One and Bingo, who called
her &quot;the ill&quot;, for illegitimate, whenever she lost her
temper, and who swore she&#39;d introduce Rita Mae to ...",5
1556614438,"In the wake of the Civil War, the wealthy and carefree Julia Hoffman
endeavors to bring meaning into her life when she falls in love with
abolitionist and reverend Nathaniel Green, eventually serving as a
nurse alongside Phoebe, who has ...",10
0140280553,"The tender, inspiring relationship between Galileo and his daughter, a
nun, is revealed through letters written between the two. Reprint.",8
0312850581,"In the not-too-distant future, after a scientific innovation allows
researchers to open a window on the past, a young woman meddles to
send an individual onto a slightly different path in life,
interference that has unexpected repercussions ...",9
0930031067,"A barren region in France is brought back to life by the efforts of
Elzeard Bouffier who, with great determination, plants 100 acorns
everyday over thirty years",9
0385474016,"Despite the fact that she has fallen in love with a young man, Tita,
the youngest of three daughters born to a tyrannical rancher, must
obey tradition and remain single and at home to care for her mother.
Reprint. Movie tie-in.",7
0500280673,"Presents twenty different Celtic borders intended to be used as
inspiration and reference in the study of Celtic design methods and
techniques",10
048640076X,"Mr. Harding, a clergyman of great personal integrity, becomes the
target of young zealous reformer, John Bold, who accuses Harding of
misusing church funds.",4
052594527X,"A poor seventeenth-century servant girl knows her place in the
household of the painter Johannes Vermeer, but when he begins to paint
her, nasty whispers and rumors circulate throughout the town. 20,000
first printing.",7
0590453661,"This thriller series is especially designed to appeal to middle-grade
readers.",7
0767907817,"Told with Jane Green&#39;s captivating wit and flare, Bookends is
above all a story about friendship-its twists, turns, and
complications-and how it weathers the challenges of love, ambition,
marriage, and, most of all, growing up.",7
0440228204,"After the murder of his father, who has been hiding under the Witness
Protection Program, Pete finds himself the target of sinister men who
seem to think he knows where a large sum of money is hidden.",10
0883657635,"This collection of stories about cats features works by writers such
as Rudyard Kipling, Edgar Allan Poe, Saki, Paul Gallico, Dorothy L.
Sayers, and Lilian Jackson Braun",8
0425180964,"In the wake of an assassination attempt on the SVR (former KGB)
chairman, newly elected U.S. president Jack Ryan puts black ops
specialist John Clark on the alert, only to have things complicated by
dangerous forces in China.",5
0812520793,"Passion and politics, Imperial Rome and Ptolemaic Egypt, meet and
clash in an epic recreation of the story of Cleopatra, Egypt&#39;s
last queen, and her love, Anthony.",6
0743411250,"New York Times bestselling author Barbara Delinsky paints an ingenious
portrait of the secrets inside every marriage in a sharp-eyed novel
filled with suspense and surprise.",7
0312955510,"He fought his way up from his working-class Irish roots to the Federal
bench. Tough and honest, dedicated to the law, he relishes sitting on
the case before to rival some of America&#39;s biggest corporate
takeovers. The heart of justice.",5
0786867086,"eter Jennings and Todd Brewster conceived of this fascinating book
long before the events of September 11th.",10
0380896931,"Headstrong heiress Sharisse Hammond wants no part of the New York
society marriage that has been arranged for her.",4
0743206045,"Journalist Trish Duncan, the grown sister of a murder victim, attends
the parole hearing of the man who had been convicted of the crime
twenty years earlier and begins to wonder if his claim of innocence
might be true. 1,000,000 first ...",8
0156007568,"The life and fate of Laura Diaz becomes entwined in the history,
culture, and politics of Mexico, in a novel that chronicles her life
from 1905 to 1978 as she becomes a politically active artist, wife,
mother, and lover.",5
0385199570,"Reissue. Now Stephen King&#39;s apocalyptic vision of a world blasted
by plague and embroiled in an elemental struggle between good and",9
0812517725,"Darren Lemke will also executive produce, with Jordan’s widow Harriet
McDougal serving as consulting producer.&quot; —Variety The Wheel of
Time® New Spring: The Novel #1 The Eye of the World #2 The Great Hunt
#3 The Dragon Reborn #4 The ...",8
