isbn,summary,rating
0684874350,"The author recounts his childhood in Depression-era Brooklyn as the
child of Irish immigrants who decide to return to worse poverty in
Ireland when his infant sister dies. 40,000 first printing. $35,000
ad/promo.",9
1853260312,"Professor Aronnax sets out in search of a dangerous sea monster, only
to learn that the monster is really Captain Nemo&#39;s powerful
submarine",8
0140275010,"A history of the fish that has led to wars, stirred revolutions,
sustained economies and diets, and helped in the settlement of North
America features photographs, drawings, and recipes, as well as the
natural history of this much sought ...",8
0275958132,"This book examines the implications for the world telecommunications
industry in light of the recent trends toward deregulation and
privatization, and the influence of rapid technology change.",7
1869411560,"Rose Kendall is alone. She is alienated from her children, her
friends, and her political ideals, and there is someone trying to
scare her - she doesn&#39;t know why and she doesn&#39;t know who.",5
0440218012,"Reveals how archaeological findings can be linked to significant
events in the Bible, including the parting of the Red Sea, the resting
place of Noah&#39;s ark, and the destruction of the Tower of Babel.
Original.",7
0840734697,"The riveting story of the fourth century actor whose stunning
conversion transformed him from an on-stage mocker of the Christians
to one of the faith&#39;s great saints.",5
0345336674,"Presents a fresh view of the American Revolution, chronicling key
events from 1776 to 1781 and assessing the repercussions for America,
England, France, and other nations.",7
8401422825,Fahrenheit 451 ofrece la historia de un sombrio y horroroso futuro.,9
0345413350,"Living among scholars in the hallowed halls of Jordan College, Lyra
hears rumors of a magical dust that supposedly possesses powers that
can unite whole universes, and begins a difficult and dangerous
journey to find it.",8
043935806X,"Collects the complete series that relates the adventures of young
Harry Potter, who attends Hogwarts School of Witchcraft and Wizardry,
where he and others of his kind learn their craft.",10
0441359175,"Written at the dawn of the 1970s, this Heinlein novel concerns an
extremely rich, fairly old tycoon who is trying to &quot;take it all
with him.",10
0312305109,"An intricately woven memoir spans five generations of the author&#39;s
family, from the turn of the century through the Holocaust to the
present day, delving into Polish-Jewish culture and revealing the
trials and tribulations of this ...",10
0875427324,"The magick and ritual words come, as they did thousands of years ago,
from within the heart of the practitioner. Witta is the first
practical guide that teaches Irish paganism as a religious system
within the framework of Irish history.",9
0452011876,"For use in schools and libraries only. The decisions of a few
industrial leaders shake the roots of capitalism and reawaken
man&#39;s awareness of himself as a heroic being.",10
0140280553,"The tender, inspiring relationship between Galileo and his daughter, a
nun, is revealed through letters written between the two. Reprint.",8
0930031067,"A barren region in France is brought back to life by the efforts of
Elzeard Bouffier who, with great determination, plants 100 acorns
everyday over thirty years",8
0345364759,"A synthesis of the world&#39;s prophecies--including those of the
Hopi, Maya, Babylonians, the Bible, Nostradamus, Edgar Cayce, and the
Great Pyramid--shows how positive changes in mass consciousness can
help avert catastrophe. Original.",7
0060928336,A NOVEL ABOUT THE COMPLEX BONDS BETWEEN A MOTHER AND A DAUGHTER.,7
158112712X,"This book has that purpose in mind: to turn the EFL or ESL classroom
into a place where learning takes place through fun activities which
accomplish their objective: fluency in spoken and written English.",9
0671787551,"The reunion turns deadly when a ruthless assassin begins eliminating
the U.S.S. Stargazer crew one by one. Picard&#39;s present and former
shipmates must join forces to solve the mystery of the Captain&#39;s
past, before the killer strikes again.",4
0141302038,"A young girl from a dysfunctional family creates for herself an
alternative world which nearly results in her death but which
ultimately leads her to reality. Winner of the 1997 National Book
Award.",9
0671695142,As Mrs.,10
0425164349,"The author&#39;s first full-length novel in seven years, a hilarious
moral satire features a science fiction writer, Kilgore Trout, who
manages to turn time back a decade, insisting that everyone repeat it
exactly the same way. Reprint.",8
0802137016,"Having traveled to hot spots around the world in search of trouble,
truth, and a good time, the author humorously recalls his experiences
in Lebanon, Korea, the West Bank, El Salvador, Nicaragua, the
Philippines, and Poland. Reprint.",9
8023833847,"The FULL TEXT of Sam Vaknin&#39;s classic, groundbreaking BIBLE of
NARCISSISM and NARCISSISTIC ABUSE, now in its 9th revision.",8
802385173X,"An anthology of more than 50 articles regarding the politics,
economics, geopolitics and history of countries in central and eastern
Europe and the Balkans.",7
3473521094,"The reader&#39;s choices determine the course of a boy&#39;s trip to
spend time working on his uncle&#39;s pig farm while his family visits
Hawaii.",7
0446606812,"What happens to her is unexpected, perhaps miraculous-an encounter
that embraces all our hopes for finding someone special, for having a
love that is timeless and everlasting.... Nicholas Sparks exquisitely
chronicles the human heart.",6
0345285549,"Reissue. THE ELFSTONES OF SHANNARA The magical Ellcrys tree is dying,
loosening the spell that bars the Demons from enacting vengeance upon
the land.",9
0440241537,"Washed-up public defender Clay Carter&#39;s latest case, a routine
street killing, takes an unexpected turn when he discovers evidence of
a conspiracy involving a large drug company and a lawsuit with a huge
potential settlement. Reprint.",8
1576736423,"U.S. Marshall Marcus O&#39;Malley must deal with a variety of
problems, including his sister&#39;s diagnosis of cancer and
protecting a woman who witnessed a murder.",8
0553576623,"The author of Extreme Measures throws open the doors of Boston&#39;s
prestigious Heart Institute, where a troubled Dr. Brian Holbrook
senses something fearfully amiss on a project testing a new miracle
drug. Reprint.",7
0140281630,"Marlowe sails down the Congo in search of Kurtz, a company agent who
has, according to rumors, become insane in the jungle isolation",8
0060976446,"Beginning amid the decadent glamour of China in the 1930s and ending
in the 1980s in Hong Kong, this brilliant novel, which formed the
basis for the award-winning movie, is the passionate story of an opera
student who falls in love with his ...",5
1580627560,"Describes why men are attracted to strong women and offers advice on
ways a woman can relate to men and gain a man&#39;s love and respect.",7
0446516538,"This is a bittersweet story about two good people who discover that
true love, when it comes, is rarely fair, or right--or without pain.",5
0743455967,"The author shares his insights into the craft of writing and offers a
humorous perspective on his own experience as a writer.",10
038001503X,"The rise and fall, birth and death, of the mythical town of Macondo
through the history of the Buendia family.",10
0525945172,"From the microscopic mysteries of the genetic code to a horrifying
truth beyond all imagining, The Experiment blends cutting-edge science
with adrenaline-pumped suspense to provide a cautionary tale for our
time.",8
0672313626,"In the easy-to-follow style of the &quot;TY&quot; series, this book
uncovers the complete program and teaches readers how to use all of
the many new and powerful additions to Paint Shop Pro.",5
157610608X,"The practical examples in this guide shed light on the strategies
behind today&#39;s most dynamic Web sites.",5
