isbn,summary,rating
0945397410,"In this whimsical giftbook, Harry M. Walker captures colorful images
of outhouses in every size, shape, and style.",10
0060914653,"Interweaves story and dream, past and present, and philosophy and
poetry in a sardonic and erotic tale of two couples--Tomas and Teresa,
and Sabina and her Swiss lover, Gerhart.",8
0743237188,"Theirs is a world filled with driving ambition, inescapable family
bonds, and forbidden love. Compellingly written, by turns menacingly
dark and hilariously funny, this is an epic tale of five generations
of sin, guilt, and redemption.",7
0140266771,"A detailed study of the ordinary life of Larry Weller between 1977 and
1997 follows the floral designer as he deals with the rapidly changing
world and two marriages and two divorces along the way. Reprint.",7
0671500546,"Kirk and McCoy accompany Spock to the Vulcan Academy Hospital, seeking
treatment for an Enterprise crew member. Kirk soon finds himself
involved in a homicide case.",7
0385335482,"Financial journalist Rebecca Bloomwood seeks solace from the boredom
and pressures in life with her shopping, a solution that brings her
close to financial disaster, until she encounters a story that will
change her life.",6
0375702709,"A Lesson Before Dying tells the story of these two men who, through no
choice of their own, come together and form a bond in the realization
that sometimes simply choosing to resist the expected is an act of
heroism.",8
044990928X,"Reissue. &quot;Smart, funny and comforting . . . Lamott has a
conversational style that perfectly conveys her frie",8
0060916508,&quot;Belongs in the category ... of enduring American literature.,7
0671038184,"A mother fights for the dignity of her youngest daughter against the
backdrop of a pure and simple way of life in the backwoods of
Mississippi in 1943",7
1578562333,"Chronicles the harrowing journey of eleven women across the American
west and their efforts to settle in California.",7
0884043142,"Presents short stories of fantasy and horror which are set either in
the future or in unknown worlds.",9
0312983212,"&quot; --The New York Times Book Review &quot;[Coonts&#39;s] gripping,
first-person narration of aerial combat is the best I&#39;ve ever
read. Once begun, this book cannot be laid aside.",5
031227999X,"Seeking refuge in the ancient, mouldering home of their ancestors on
an island off the coast of Scotland, Effie and her mother, Nora,
reveal the secrets of their lives and loves, past and present, to each
other, in a hilarious novel about ...",7
0385721358,"Stripped of her image and identity after a devastating car accident
and the resulting reconstructive surgery, Charlotte Swenson, a jaded
model, struggles to rebuild her life in a culture obsessed with
surface appearance.",8
031231616X,"One of the 20th Century&#39;s most beloved novels is still winning
hearts! I Capture the Castle tells the story of seventeen-year-old
Cassandra and her family, who live in not-so-genteel poverty in a
ramshackle old English castle.",8
0786014210,"In 1899 London, Dr. Andrew Quimby doesn&#39;t want to believe that
recent murders, in which the victims are drained of their blood, were
inhuman acts, but his lover harbors secrets that place them both in
danger as evil haunts the streets.",8
0743203313,"With AIDS about to claim a well-loved young man, three generations of
his family are reunited at his bedside in Ireland, in a novel that
explores the nature of love and the complex interrelationships among
family members.",5
0525237704,"T. S. Garp, a man with high ambitions for an artistic career and with
obsessive devotion to his wife and children, and Jenny Fields, his
famous feminist mother, find their lives surrounded by an assortment
of people including teachers, ...",7
0743418174,"Humiliated to discover that her ex-boyfriend has been chronicling
their former sex life in a series of articles called &quot;Loving a
Larger Woman&quot; in a popular women&#39;s magazine, pop-culture
journalist Cannie Shapiro embarks on an adventure ...",7
1587991039,"In this manifesto for the Information Revolution, &quot;techno-
humanitarians&quot;--engineers, programmers, computer scientists, and
activists--see a future in which computers help humankind strengthen
democratic values.",10
0971880107,"Wild animus is a search for the primordial, a test of human
foundations and a journey to the breaking point.",4
0671510053,"Surprising transformations take place when a newspaperman&#39;s
elderly aunt and two daughters decide to move back to their family
home on the coast of Newfoundland",7
0671028375,"After a fatal airline crash in the mountains of North Carolina, Dr.
Temperance Brennan heads to the site to help identify the victims, but
the discovery of body parts that do not belong to any registered
passenger leads the investigation ...",6
067976402X,"In 1954, Ishmael Chambers, a local reporter who lost an arm in the
war, covers the murder trial of a Japanese American fisherman, whose
wife had been Ishmael&#39;s childhood sweetheart",8
006017935X,"A couple traveling through the hill towns of Italy finds themselves
and learns something about marriage on their journey. By the author of
Colony. 200,000 first printing. $250,000 ad/promo. Tour.",7
0060908548,"A fresh retelling of the ancient texts about Ishtar, the world&#39;s
first goddess. Illustrated with visual artifacts of the period.
&quot;A great masterpiece of universal literature.&quot;--Mircea
Eliade",5
0061031569,"In the icy jaws of an early winter, three big-city professionals
joined Phil Broker on a canoe trip across Minnesota&#39;s remotest
lake.",5
1562477676,"Includes a section on women pilots in the armed services, and a
project related to the story.",8
0385254520,"By turns funny, poignant and mystical, Keeper&#39;n Me reflects a
positive view of Native life and philosophy--as well as casting fresh
light on the redemptive power of one&#39;s community and traditions.",8
0590449737,"Explains how viruses and bacteria can make people sick, shows how the
body keeps them out, and suggests ways to help your body avoid illness",5
0385504209,"Harvard symbologist Robert Langdon and French cryptologist Sophie
Neveu work to solve the murder of an elderly curator of the Louvre, a
case which leads to clues hidden in the works of Da Vinci and a
centuries-old secret society.",8
0061012289,"In A Secret Affair, she touches on subjects that will stir the hearts
and minds of her readers -- unconditional love and devotion, loyalty
and loss.",9
0425162788,It is 1999.,7
0609605623,"One hundred percent of the author&#39;s profits from this book will be
donated to a charity that benefits seniors through The Charles Schwab
Corporation Foundation.",8
0451208811,"Grieving over the loss of her fiance, Chief of Police Holly Barker
joins forces with a handsome FBI agent to investigate the murders of
two Miami businessmen, following clues that lead into the middle of a
lethal real-estate scam.",6
0375726624,"The author, a former guard at Sing Sing prison, looks back on his
rookie year in the prison as he attempts to balance basic human
decency with the rigors of the prison system. Reprint. 60,000 first
printing.",8
0440224659,"Ellie, a restauranteer and heir to a fortune, and ex-cop Dan Cassidy
form a friendship on the verge of love, but her half-brother Buck
Duveen has just been released from a sanitarium and is plotting to
reclaim the inheritance he was denied ...",8
0679748083,"Winnie Louie, an aging Chinese woman convinced that she will die soon,
decides to unburden herself by divulging the secrets of those closest
to her to her suspicious, Americanized daughter. Reprint. 25,000 first
printing. $10,000 ad/promo.",9
0425175405,"The discovery of the decomposed body of a stowaway aboard a cargo ship
leads Chief Medical Examiner Kay Scarpetta to a perilous international
odyssey on a mission that could destroy her career and threatens her
own life.",8
0452281296,"An attractive, sexually voracious woman from New York begins a
harrowing journey when she encounters a handsome man having sex in the
basement of a bar.",6
1573229326,"Katie, a liberal, urban mother and doctor from North London, finds her
life turned upside down when her husband, David, undergoes an
outrageous spiritual transformation, in a hilarious novel about
marriage, parenthood, religion, and ...",6
0345421825,"Frozen by the new science of cryonics in 1988, Benjamin Smith, as well
as the rest of his family, returns to life eighty-three years later in
a world changed by the availability of eternal youth and cloning.
Reprint. PW.",10
0380896931,"Headstrong heiress Sharisse Hammond wants no part of the New York
society marriage that has been arranged for her.",9
0743412028,"A moving and life-affirming tale of the goodness implicit in everyone
follows twelve-year-old Trevor, a boy from a troubled family, who
develops a plan as part of a school project that starts people doing
good things for each other.",6
0440211727,"Here is the Story that Introduced Readers to this Unforgettable Place
and the People Who Live There, in One of his Most Beloved Novels...
The life of a ten-year-old girl is shattered by two drunken and
remorseless young men.",8
0375505296,"In 1865, the preparations of the Dante Club--led by Henry Wadsworth
Longfellow and Oliver Wendell Holmes--to release the first translation
of Dante&#39;s &quot;The Divine Comedy&quot; are threatened by a
series of murders that re-create episodes from  ...",2
0451204948,"The Price family--Viola, the matriarch; her sometimes-husband Cecil;
and their four adult children--sticks together through life&#39;s most
trying circumstances.",8
0140348107,"Young Sam Gribley spends a winter alone in the Catskills by living off
the land.",8
1844262553,Printed on the top left of the envelope was the number one.,8
0312150601,"A family saga chronicles a century of life as four generations of
Yorkshire women move through two World Wars, coronations, secrets,
heartbreak, and happiness, all seen through the eyes of Ruby Lennox",8
0142001740,"After her &quot;stand-in mother,&quot; a bold black woman named
Rosaleen, insults the three biggest racists in town, Lily Owens joins
Rosaleen on a journey to Tiburon, South Carolina, where they are taken
in by three black, bee-keeping sisters.",8
0425175006,"Retiree Carole Seddon&#39;s peaceful life in the English seaside town
of Fethering is turned upside down when she stumbles upon a corpse on
the beach while walking her dog and joins forces with her bohemian
neighbor, Jude, to find a killer.",7
0446363170,"This is the story of the Bigelow and Hilyard clans, from their first
years on America&#39;s shores, through the fury of her wars and the
glory of her triumphs, to our own time when young Geoff Hilyard must
fight to save both his marriage to a ...",9
0553562967,"Statistician Sandra Foster and chaos theorist Bennett O&#39;Reilly are
brought together by a misdelivered package and urged into their own
chaotic world of million-dollar grants, unlucky coincidences,
setbacks, and eventually the ultimate ...",7
0140124497,"Uncle Fred (Lord Ickenham) wants Pongo to marry Sally Painter, a not
very successful American sculptor in Chelsea. They had been engaged,
but she had broken it off when Pongo refused to smuggle jewellery into
America for a friend of hers",5
0553208845,"Blends elements of psychoanalysis and Asian religions to probe an
Indian aristocrat&#39;s efforts to renounce sensual and material
pleasures and discover ultimate spiritual truths",9
0385493800,"A suicidal billionaire, a burnt-out Washington litigator, and a woman
who has forsaken technology to work in the wilds of Brazil are all
brought together by an astounding mystery of the testament",7
0877958920,"Kwani, an Anasazi Indian beauty, provokes the romantic interest of
Kokopelli, a Toltec magician; Thorvald, the rapacious Viking; Okalake,
son of an Anasazi chief; and Tolonqua, a Towa hunter with whom Kwani
shares a mystic vision",5
038531258X,"&quot;Reprinted by arrangement with Ticknor &amp; Fields&quot;--T.p.
verso.",7
0553080237,"A biography of the famous Shawnee describes Tecumseh&#39;s plan to
amalgamate all North American tribes into one people, his role as
statesman and military strategist, and his death in the Battle of
Thames. 35,500 first printing.",6
0679459596,"When twelve-year-old Billy Straight, a runaway struggling to survive
L.A.&#39;s most dangerous streets, becomes the sole eyewitness to a
brutal murder, he becomes the target of the media, bounty hunters, and
a killer, as L.A.P.D. homicide ...",8
0060928336,A NOVEL ABOUT THE COMPLEX BONDS BETWEEN A MOTHER AND A DAUGHTER.,7
1558214291,"Hilarious and informative, this collection of fly-fishing essays takes
us to some of the world&#39;s great places, from Christmas Island to
Siberia.",5
0330327917,"Winner of the CWA John Creasey Award for Best First Novel of the Year
- and the start of Minette Walter&#39;s long list of bestsellers.It
was evident, if there were no other entrance to the ice house, that
the body had at some point traversed ...",8
0590455761,"At bedtime a small boy tries to control ten insatiable monsters
demanding food and creating chaos throughout the house.",7
0060283122,"In the first two books alone, the three youngsters encounter a greedy
and repulsive villain, itchy clothing, a disastrous fire, a plot to
steal their fortune, a lumpy bed, a deadly serpent, a large brass
reading lamp, a long knife, and a ...",9
0439136350,"During his third year at Hogwarts School for witchcraft and wizardry,
Harry Potter must confront the devious and dangerous wizard
responsable for his parents death.",9
051604642X,"Recalls the events surrounding the Japanese surprise attack on Pearl
Harbor during which the U.S.S. Arizona sank.",9
0425191184,"Early in his career, Jack Ryan accepts his first assignment as a
freelance analyst under James Greer of the CIA and faces a mission
involving a high-level Soviet defector who has reported a plot to
assassinate Pope John Paul II. Reprint.",7
0836218221,"A large-format treasury of cartoons featuring the mischievous six-
year-old Calvin and his stuffed tiger Hobbes",10
0345334531,"They were the gens de couleur libres-the Free People of Color-and in
this dazzling historical novel, Anne Rice chronicles the lives of four
of their number, men and women caught perilously between the worlds of
master and slave, privilege ...",6
155054439X,"This rustic retreat on a beautiful island is run by Hector and Virgil,
a pair of endearing yet eccentric twins. In this pillow book, the
brothers confide the misadventures, misunderstandings and goings-on
under their hospitable roof.",10
0440900794,"Given his lifetime assignment at the Ceremony of Twelve, Jonas becomes
the receiver of memories shared by only one other in his community and
discovers the terrible truth about the society in which he lives.",8
0156004992,"Thirty-three years old, between relationships and apartments, and
pregnant, Alice Hammond endures the criticism of family and friends
for her decision to keep the baby, but finds support from her
housemate grandmother",6
0595168442,"CigarBox is as current as your newspaper. . . as timeless as your
heart. It is all of your dreams, your realities, hopes and heartbreak.
The story of TEXAS!",6
0375501371,"Chronicles the life of a complex, abrasive woman born in the shadow of
her siblings&#39; deaths and her parents&#39; adultery, who only finds
love after motherhood and widowhood",4
0394838475,"A disfigured musical genius who lives beneath the Paris Opera House
falls in love with a beautiful soprano and, in his desperation to have
his love returned, embarks on some terrifying means towards that end.",8
0688009387,"Harry&#39;s destiny lies in the far mountains that she once wished to
climb, and she will ride to the battle with the North in the Hill-
king&#39;s army, bearing the Blue Sword, Gonturan, the chiefest
treasure of the Hill-king&#39;s house and the ...",10
1557504644,"Marine general Victor &quot;Brute&quot; Krulak offers here a riveting
insiders&#39;s chronicle of U.S. Marines - their fights on the
battlefield and off, and their extraordinary esprit de corps.",7
0062512668,"Spread the word...but keep the secret! The Cube is an imagination game
--and more--that holds a secret you are dared not to reveal.",5
1930353006,"When John Moore&#39;s big teddy bear is stolen from his shop porch and
then appears at the toy factory, it starts a series of mysteries that
the super sleuths must solve one at a time.",8
0736909672,"Misunderstandings, the shadow of death, and a beautiful new life play
out in the alternating voices of the main characters. After Anne marks
the first of an exceptional new novel series.",10
0811825558,"Providing frightening and funny real information in the best-selling
tradition of the Paranoid&#39;s Pocket Guide and Hypochondriac&#39;s
Handbook, this indispensable, indestructible pocket-sized guide is the
definitive handbook for those times ...",6
0441790348,"It is the story of Valentine Michael Smith, the man from Mars who
taught humankind grokking and water-sharing. And love.",7
0812550390,"Investigating the Listeners, a psychic channeling group that has
gained access to highly classified information, skeptical FBI agent
David Connor falls in love with one of the group&#39;s leaders and
witnesses a startling display of their ...",6
0965881199,"Adam and Eve examine the humorous relationship between men and women
by presenting their &quot;diary entries&quot; from their stay in the
Garden of Eden and their life together outside the Garden.",10
0060931809,"An enthralling glimpse into the life of William Smith, a nineteenth-
century engineer who became the founding father of modern geology,
explores his creation of a lavish map detailing his discovery that
rocks are comprised of many different ...",7
0446679763,"Covering marriage, children, grandparents, careers, retirement, and
more, this is the official book of The Red Hat Society, a craze that
is sweeping the nation. Two-color text &amp; illustrations throughout.",8
0684843110,"A journey through religious thought collects the autobiographical
writings of sixty authors, and explores the nature of the inner life
and spiritual realization",8
0867162791,"In a new Introduction to The Wild Man&#39;s Journey, Father Richard
Rohr acknowledges the movement&#39;s contributions and analyzes its
weaknesses, tracing the journey of a man&#39;s life and offering seven
promises for a healthy spirityuality for ...",6
156955028X,"The less people possess of material things, the more they seem to
possess of God, according to Louise Perrotta.",6
1585420654,"The author of The Artist&#39;s Way offers readers straightfoward
advice on how to unblock obstacles to creativity and the spiritual
life. 60,000 first printing.",5
1587430665,"Bringing to light the work of some of America&#39;s finest first- and
second-generation immigrant writers, the authors show that life on the
borders of the ghetto and the culture of consumption promises freedom,
peace, and justice.",5
0345413350,"Living among scholars in the hallowed halls of Jordan College, Lyra
hears rumors of a magical dust that supposedly possesses powers that
can unite whole universes, and begins a difficult and dangerous
journey to find it.",7
0060008776,"Father Terry Dunn thought he&#39;d seen everything on the mean streets
of Detroit, but that was before he went on a little retreat to Rwanda
to evade a tax-fraud indictment.",7
0374129983,"Enid Lambert begins to worry about her husband when he begins to
withdraw and lose himself in negativity and depression as he faces
Parkinson&#39;s disease.",5
0446609749,"With individuality discouraged by his employers, &quot;United
Corporations&quot; employee Daniel Dyson happily volunteers for a trip
to the Australian Outback, but he quickly discovers that the company
wants him dead. Reprint.",6
0375502238,"When a teenage couple abandons their baby at the gate of the estate
owned by Lydia Blessing, Skip Cuddy, the estate caretaker, decides to
raise the child himself, a decision that has a profound effect on the
lives of everyone in the ...",8
0439137411,"After scientists cloned Mewtwo from Mew, Mewtwo vows revenge and sets
traps for the best Pokemon trainers in order to steal and clone their
Pokemons.",6
0373484887,"Hidden Star by Nora Roberts released on Dec 25, 2000 is available now
for purchase.",5
0140254587,"Curtis Orville Mitchell, son of J.B. Mitchell and Emily McVey, was
born 1 August 1908 in Morgan County, Alabama.",7
0375708278,"Provides an account of the hurricane which struck Galveston, Texas, in
1900 and killed ten thousand people.",7
0064400077,"Mary is at last able to go to a college for the blind. Best of all,
Almanzo Wilder asks permission to walk home from church with Laura.
And Laura, now fifteen years old, receives her certificate to teach
school.",5
0451411285,"Romance fans will be swept away by Ms. Corgiat&#39;s dazzling
descriptions of the Missouri Ozarks and her keen insight into the
landscape of the yearning heart.",8
0138700982,"The author recounts his experiences traveling to Diego Garcia,
Tristan, Gibraltar, Ascension Island, St. Helena, Hong Kong, Bermuda,
the British West Indies, the Falklands, and Pitcairn Island, all
remnants of the vast British Empire",7
0385722206,"During the Chinese Cultural Revolution, two boys are sent to the
country for reeducation, where their lives take an unexpected turn
when they meet the beautiful daughter of a local tailor and stumble
upon a forbidden stash of Western ...",8
1573240923,"Interviews with sisters explore how they have changed each other&#39;s
lives by creating bonds, causing competition, and teaching and
learning from each other",7
0061095540,"Wanted! A gentleman of means, neither young nor decrepit.",5
0679732411,"Elegant and wise meditations on youth and age, love and marriage,
solitude, peace and contentment.",8
042517736X,"A mysterious transmission from the depths of the Atlantic Ocean sends
a team of oceanographers and divers on a perilous quest in search of a
discovery that could transform modern science and the future of
humankind. Original.",8
0451202856,"San Francisco Defense Attorney Dismas Hardy becomes personally
involved in a murder investigation when his wife is called as a
witness in a murder trial--and jailed for contempt for protecting
another man&#39;s secret. Reprint.",7
0451405889,"In mid-eighteenth-century Connecticut, members of one courageous and
determined family struggle to build new lives and create a homestead
called Marshfield. Reprint.",8
038550926X,"A small-town girl fresh out of an Ivy League college lands a job at a
prestigious fashion magazine, but wonders if the glamorous perks are
worth working for the editor from hell.",7
0142000671,"A pair of itinerant farm hands dream of someday having their own
ranch, but in the meantime toil for uncaring ranch owners.",10
0393321096,"Set in the time of King Louis XIV of France, this baroque, romantic
novel follows talented apothecary and physician Jean-Baptist Poncet on
a diplomatic mission to Abyssinia, where he falls in love with the
French consul&#39;s daughter, ...",5
0755200381,"Two women were killed. 130 people were injured. Their names were added
to the growing list of victims of the troubles. The real victims were
the people left behind. This is their story.",10
0786868716,"With a timeless tale, appealing to all, this is a book that readers of
fine fiction, and those who loved Tuesdays with Morrie, will treasure.",8
0060933577,"In this collection of twenty-one unforgettable stories, Joyce Carol
Oates explores the mysterious private lives of men and women with
vivid, unsparing precision and sympathy.",6
044023672X,"Her seemingly idyllic life shadowed by a dark secret, sophisticated
New York wife and mother Faith Madison experiences painful memories at
her stepfather&#39;s funeral and finds support and a new career
through old friend Brad Patterson.",5
0515116173,"Architect Lee Morris inherits partial ownership of the Stratton Park
racecourse and finds himself embroiled in a deadly battle among its
wealthy owners, members of his own estranged family. Reprint. K. NYT.
PW.",8
0380728184,The Magic Had Always Been There.,7
1400034779,"Working in Gaborone, Botswana, Precious Ramotswe investigates several
local mysteries, including a search for a missing boy and the case of
the clinic doctor with different personalities for different days of
the week.",8
1400031354,"Irrepressible sleuth Precious Ramotswe searches for a young man who
vanished many years ago on the African plains, while dealing with her
engagement to Mr. J.L.B. Matekoni, sudden and unexpected motherhood,
and her recently promoted new ...",8
0070064261,"Both novellas are set in Germany during World War II. Each
irreverently examines the disasters of war and the impieties of peace.",7
067972883X,"Laurel Hand is forced to face her Southern past when she returns to
Mississippi for her father&#39;s funeral",5
0553277472,"While cycling through the western states, a disillusioned American
questions the meaning of existence after confronting the ghost of his
former, uninstitutionalized self.",7
0440414121,"The ordinary interactions and everyday routines of the Watsons, an
African American family living in Flint, Michigan, are drastically
changed after they go to visit Grandma in Alabama in the summer of
1963.",9
0515132187,"A proud family&#39;s deadly secrets are exposed in this passionate
tale of two rivals who, while toiling in the Napa Valley vineyards,
discover they have much to learn-from each other, and about
themselves.",6
0099771519,"&quot;Captivating, minutely imagined . . . a novel that refuses to
stay shut&quot; (&quot;Newsweek&quot;), &quot;Memoirs of a
Geisha&quot; is now released in a movie tie-in edition.",7
0375724370,"A forensic pathologist returns to Sri Lanka--after 15 years abroad--to
assist in identifying victims of the country&#39;s civil war.",7
0684814773,"Examines the phenomenon of quitting as a healthy and common human
response. Also addresses the stigma traditionally associated with
quitters. Includes advice on how to become a better quitter.",7
1559362324,"When a new &quot;lector&quot; arrives at a Cuban-American cigar
factory in Florida, he begins to read aloud from &quot;Anna
Karenina,&quot; an act which becomes the catalyst in the lives of his
listeners.",9
0393312801,"Short stories offer a satiric look at modern life, telling the stories
of a man who survives with just a brain, a soccer player who is turned
into a fly, and a drug addict who exchanges consciousnesses with an
infant",8
0140092838,"A Western tall tale and a psychological thriller of stunning insight
and depth, this is Hawkes&#39; most ambitious work ever.",5
0679424474,"An odyssey through the American electoral process provides insights
and observations on the 1992 presidential campaign",8
1852302089,"An essential and most authoritative guide to the use of homeopathic
remedies for both beginner and qualified practitioner.",5
0312924801,"From the author of the classic multimillion-copy bestseller The Shell
Seeker, it is a book you will fall in love with... A main selection of
the Literary Guild and the Doubleday Book Club",6
0441008534,"Love blossoms between Sookie Stackhouse, a cocktail waitress in rural
Louisiana who keeps to herself because of her ability to read minds,
and Bill, a tall, dark, and handsome vampire with ties to a creepy
crowd that may be responsible for ...",7
0441009239,"When a vampire enlists the aid of cocktail waitress Sookie Stackhouse
to use her telepathic talents to find a missing vampire in Dallas, she
agrees to the deal if the vampires promise to behave and to let the
humans go unharmed. Original.",5
0786706953,"Astounding adventures, reckless courage, and fierce independence are
hardly the exclusive preserve of men, as this intriguing and
surprising collection shows: courtesans from Nell Gwynne to Madame de
Pompadour; femme fatales such as the ...",5
0375503994,"Examines the life of President George Bush&#39;s son and complains
that his success is due largely to his political vagueness With her
trademark wit and down-home wisdom, Molly Ivins shares three pieces of
advice on judging a politician: &quot;The ...",7
0060502258,"SiddaLee has escaped her Louisiana hometown to become a theatrical
director, but as she gathers mementos from the Ya-Ya Sisterhood to
assist in writing a play about women&#39;s friendships, she yearns to
revisit her childhood.",7
0590440152,"Several animals sleep snugly in Nicki&#39;s lost mitten until the bear
sneezes.",10
0553287893,"During the twenty-second century, a space probe&#39;s investigation of
a mysterious, cylindrical asteroid brings man into contact with an
extra-galactic civilization",8
0449003795,"Kinsey Millhone trusts her life to her instincts as her investigation
into the disappearance of a renowned physician takes her into a dark
and dangerous world of duplicity, betrayal, and double-dealing, in the
noir-influenced novel by the ...",6
0840757239,"Chuck Swindoll talks about standing firm when faced with life&#39;s
deepest problem, growing and finding spiritual help in lonely times of
crisis and pain, and walking through setbacks to emerge a stronger
person on the other side.",8
0345404793,"When the Chief Justice of the Supreme Court drops dead following the
inauguration, President Kerry Kilcannon selects as a replacement Judge
Caroline Masters, a woman who hides a secret that could affect her
ruling on a controversial case.",9
0590483803,"Preferring to be cut from the team rather than break his own rules,
which include closing himself off rather than letting down his guard,
Bullet Tillerman learns from his friend Patrice that running well does
not mean running away.",8
1573220531,"Explores the role of synchronicity in all aspects of life and shows
how to analyze synchronistic experiences to help gain self-
understanding",7
0671020293,An orphan named Butterfly struggles to break free of her painful past.,5
0595259677,"These are extra ordinary stories told in the finest tradition of
quirky story telling. If you are a fan of The Twilight Zone, Outer
Limits and Amazing Stories, then The Twentieth Century Collection is
for you.",7
0679736662,"This Nebula Award nominee is one of Philip K. Dick&#39;s enduring
classics, at once a deep character study, a dark mystery, and a
tightrope walk along the edge of reality and illusion.",8
155874424X,"Gathers workplace anecdotes that demonstrate caring, the power of
acknowledgement, standards, overcoming obstacles, and insight",9
0679446486,"A fatal mid-air collision involving a commercial airliner prompts a
frantic, desperate investigation into the causes of the accident, in a
timely thriller exploring the issue of safety and security in the
aircraft industry. 2,000,000 first ...",7
