isbn,summary,rating
0553282220,"The Walker family&#39;s involvement in spying for the Soviet Union and
their conviction on espionage charges is revealed, with new facts
about the discovery of their actions and the grand-scale damage done
to the nation&#39;s security",7
0440240840,"In 1815 London, Bow Street Runner Henry Morton&#39;s investigation
into the murder of a Frenchwoman, the mistress of a count, leads him
to a world of French expatriates, Bonapartists, fanatical Royalists, a
dangerous petty crook, and the former ...",3
0679416714,"The author of If at First offers an entertaining, insightful
travelogue on life on America&#39;s interstate highways, detailing the
people and places that he encounters as he heads west across Texas,
through New Mexico and Arizona, to the City ...",8
0452276381,"A collection of recipes from the diverse traditions of African
American culture offers more than two hundred fifty dishes, including
cuisine from Africa, the Caribbean, and the American South",6
158005031X,"Children who endured tofu, communes, nudism, and political protests
growing up with hippie parents recall their unusual childhoods in this
unique collection of alternative voices. Original. Tour.",10
0553573926,"Enjoying a satisfactory career and life, David Elliot is astounded
when his boss tries to shoot him one morning, an event that triggers
an inexplicable series of attempts on his life throughout the
following twenty-four hours",5
0312195516,"Told in Dinah&#39;s voice, this novel reveals the traditions and
turmoils of ancient womanhood--the world of the red tent. It begins
with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the
four wives of Jacob.",9
0786884061,"Based on a National Magazine Award-winning article, this masterful
biography of Hungarian-born Paul Erdos is both a vivid portrait of an
eccentric genius and a layman&#39;s guide to some of this
century&#39;s most startling mathematical discoveries ...",10
0439139600,"In Harry Potter and the Goblet of Fire, Harry is midway through both
his training as a wizard and his coming of age.",8
0515133701,"Adoptee and successful entrepreneur Addison Fox unwittingly becomes
the target of a killer out to extinguish her entire family when she
initiates a search for her biological roots, and only burnt-out
investigator Randall Talbot can save her ...",8
014023313X,"From her birth in rural Manitoba, to her journey with her father to
southern Indiana, to her years as a wife, mother, and widow, to her
old age, Daisy Stone Goodwill struggles to find a place for herself in
her own life",9
0375700757,"Inman, an injured and disillusioned Confederate soldier, embarks on a
harrowing journey home to his sweetheart, Ada, who herself is
struggling to run the farm left her at her father&#39;s sudden death",10
0142000205,"After years of living in a children&#39;s asylum for having
spontaneous jerks and spasms, Icy returns home and is quickly
befriended by Miss Emily, who cares for her and teaches her the ways
of life, transforming Icy into a new person and ...",9
0671726889,"A true account of computer espionage describes a year-long single-
handed hunt for a computer thief who sold information from American
computer files to Soviet intelligence agents",8
0671746723,"For Dirk Gently, private detective, a simple search for a missing cat
uncovers a bewildered ghost, a secret time traveller, and a
devastating secret that threatens the future of humanity.",5
0061020710,"The Color of Magic is Terry Pratchett&#39;s maiden voyage through the
now-legendary land of Discworld. This is where it all begins--with the
tourist Twoflower and his wizard guide, Rincewind.",10
0385260954,"Adopted by Ford, AT&amp;T, and others, here is a cure for the disease
Senge calls &quot;learning disabilities&quot;.",5
0971880107,"Wild animus is a search for the primordial, a test of human
foundations and a journey to the breaking point.",6
006092893X,"Monkey King tells the story of 28-year-old Sally Wang, a Chinese-
American woman whose mental breakdown and sojourn in a hospital set
her firmly on the path of memory.",7
0892839759,"A joyful heart is the normal result of a heart burning with love.
Mother Teresa",9
0670811459,"Presents three collections of newspaper columns by the novelist&#39;s
mischievous alter ego, Samuel Marchbanks, with extensive commentary in
Davies&#39; own voice",8
0821757520,"As war between Mexico and the U.S. looms on the horizon, Rafe Timmons,
a man forced to forsake his heritage, works undercover for the
American government.",5
0345417623,"Using a quantum time machine, a group of young historians is sent back
to the year 1357 to rescue their trapped project leader.",9
0553148001,"A Cro-Magnon girl orphaned in an earthquake is raised by a Neanderthal
clan.",8
0812555031,"The adventures and exploits of Epona--who flees her Celtic tribe with
the Scythian warrior, Kazhak, and battles the menacing Shapechanger--
shape the legends that make her a goddess.",9
0373711263,"No Ordinary Child by Darlene Graham released on Mar 25, 2003 is
available now for purchase.",8
1740594193,"Collects stories and anecdotes about the perils and pleasures of
travel, from such noted travel writers as Isabel Allende, Jan Morris,
and Paul Theroux.",7
0671867172,"Five short tales, including &quot;Plumbing for Willy&quot; and
&quot;Death on the Cape,&quot; follow the adventures of a former
cleaning woman and her occasionally befuddled mate",6
0743406176,"This is the beginning of the dilemma that Arthur, a young San
Francisco architect, is faced with when he discovers Lauren in his
apartment.",7
9812327975,"Written b someone who is at once both insider and outside, the book is
a wonderfully funny and disarmingly honest portrait of Singapore and
its people.",8
0451207947,"Determined to give her son the childhood he deserves, Chloe Evans
leaves her rough past and relocates to an Oregon resort town where she
finds a second chance at life--and love--with outcast Ben Longtree,
who is at once gentle and untamed.",9
0671708635,"In The 7 Habits of Highly Effective People, author Stephen R. Covey
presents a holistic, integrated, principle-centered approach for
solving personal and professional problems.",10
0399150897,"Leaving Virginia in the hope of finding some peace and quiet, Dr. Kay
Scarpetta journeys to Florida, where a series of baffling murders
quickly entangles her in an international conspiracy that confronts
her with the most unexpected ...",7
080411109X,"Reprint. &quot;TAN HAS ONCE MORE PRODUCED A NOVEL WONDERFULLY LIKE A
HOLOGRAM: turn it this way and find Chinese-Americans shopping and
arguing in San Francisco; turn it that way and the Chinese of
Changmian village in 18",8
0345431928,"A young sorcerer&#39;s apprentice, having discovered his master&#39;s
ability to control shadows, attempts to break the bonds of servitude
and rescue the charwoman who spends her days scrubbing his
master&#39;s floors",8
0880707755,"Baby wise: how 100,000 new parents trained their babies to sleep
through the night the natural way.",4
1557041164,"Helping young people learn how to take control of their financial
destiny and take advantage of their biggest asset--time--is the goal
of Berg&#39;s proven primer targeted to those who are just beginning
their wealth-building years.",6
0684870606,"Daily selections of quotes, ideas, and inspirational thoughts offer
teenagers guidance for improving their self-image, building
friendships, achieving their goals, making important decisions, and
gaining self-confidence",8
0062502182,"A fable about undauntingly following one&#39;s dreams, listening to
one&#39;s heart, and reading life&#39;s omens features dialogue
between a boy and an unnamed being. 50,000 first printing. $50,000
ad/promo.",8
0140620125,A novel about unresolved love between a man and his foster sister.,7
1400031699,"Growing up in a small Mississippi town in a family haunted by the
murder of her brother, Harriet Cleve Dusfresnes lives in a world of
her imagination, until, at the age of twelve, she decides to find the
murderer and exact her revenge.",8
1853264881,"A sometimes violent and brutal tale of love and betrayal, separation
and reconciliation, set in the familiar Bronte landscape of bleak
houses in moorland settings.",6
0140293469,"If this book was a record, we would be calling it an instant classic.
Because that&#39;s what it is&#39; Suzanne Moore, Guardian &#39;Leaves
you believing not only in the redemptive power of music but above all
the redemptive power of love.",8
0140620869,"This lovely hardcover edition conjures up marvelous visions of
Carroll&#39;s fantasy world.",9
0553225413,"Depending on the choices you make, your adventure in the House of
Danger could throw you back in time, or into another universe, or
inside a super-energizing chamber where you get fantastic psychic
powers, or you could become Grade-A human ...",5
0670030120,"Moshe Sachar and Alfie Halder escape from the chaos engulfing
Jerusalem during the Israel-Arab War, finding themselves in a secret,
subterranean Jewish library where they discover a scroll depicting the
story of Miryam and Marcus.",5
006101351X,"October 1991. It was &quot;the perfect storm&quot;--a tempest that may
happen only once in a century--a nor&#39;easter created by so rare a
combination of factors that it could not possibly have been worse.",10
0553377876,"After the stock market crashes on the Thursday before Easter, an
ambitious but ineffectual young stockbroker faces a mind-blowing,
destiny-altering weekend of scheming to escape blame and coping with a
mysterious stranger",9
055334949X,"Champion hitchhiker Sissy Hankshaw, braless and free, makes her way
across the confused and paranoid America of the 1970s, gathering
knowledge and experience, friends and suitors, and all sorts of
unusual acquaintances",9
0671578855,"Spring in Vorbarr Sultana sends its inhabitants looking for love,
which too often proves to be unrequited.",8
0440201926,"Separated in childhood and raised in different adoptive homes, Hilary,
Alexandra, and Megan grow to adulthood before trying to find each
other again--an effort handled by prestigious private investigator
John Chapman When Joh",6
0821728067,"Iris and Laura, the daughters of Jacob Roth, leave Georgia behind and
launch drives, respectively, for a shaky film career and a wide-
ranging real-estate empire, for which Laura dares everything",6
0006510973,"French film producer, Jean Casson, is a Paris sophisticate whose
customary pleasures of wine, adultery and civilized conversation
suddenly comes to a halt when France falls to the German forces.",7
0786812206,"Eleven-year-old Eddie gets a chance to win a million dollars by
sinking a foul shot at the National Basketball Association finals.",9
0330328743,A novel describing an Irish boy who lives with his abusive parents.,9
0385501005,"After four years with his girlfriend Mel, Benjamin Duffy, a young
stand-up comic and temporary employee, faces his demons when she asks
for a commitment and issues an ultimatum that could turn his life
upside down.",8
0140621164,"Attentive to the historical and political dimensions of these very
American tales, this new selection places the most popular -- `The
Fall of the House of Usher&#39;, `The Masque of the Red Death&#39;,
`The Murders in the Rue Morgue; and `The ...",8
0553276107,"Set in the future. Angel Osic, while helping a woman on the run,
becomes involved with artificial intelligences bent on world
domination.",10
006052510X,"For those who choke on Chicken Soup for the Soul or have choice words
for Dr. Phil, Will Ferguson offers up a killer dose of Happiness™ -- a
masterpiece of comic fiction.",8
8420646318,"A translation into Spanish of de Maupassant&#39;s autobiographical
story of a young man beset by intense self-analysis and psychotic
problems.",7
0140367160,No Marketing Blurb,8
0192629883,"The text has been brought up to date with many changes on every page.
The text is based on good clinical evidence, taking into account new
guidelines and information from the UK Centre for Clinical Excellence,
where appropriate New topics!",8
0471191744,"Praise for the First Edition &quot;Alive . . . vivid, entertaining,
successful. . . . Even the most inexperienced can understand and
implement TQM using this book.&quot;-Charles A. Aubrey Vice President,
Juran Institute.",8
0425093328,"Follows Colonial Colin Campbell, alias Dr. Richard Ames, alias Senator
Richard Johnson from orbiting luxury condos to the Wild West zones of
the moon to the worlds of past and future.",5
0679732454,"This is the definitive, widely acclaimed translation of the major
prose work of one of our century&#39;s greatest poets -- &quot;a
masterpiece like no other&quot; (Elizabeth Hardwick) -- Rilke&#39;s
only novel, extraordinary for its structural uniqueness and ...",10
1559210397,"The classic story of sons rising against their father reflects the
conflict between the old and new in China as revolution sweeps across
the nation.",8
1857029070,"Tells the story of the discovery, in 1938, of a coelacanth, a fish
believed to have died out with the dinosaurs, and discusses the
ensuing search for additional specimens for scientific study, and the
political battles between countries who ...",8
0875421180,"Provides an overview of the earth-oriented religion, featuring
solitary rituals for the Esbats and Sabbats, exercises to help develop
magical proficiency, spells, and recipes.",10
087542791X,"Presents an introduction to witchcraft, with information on such
topics as astral projection, stocking a magickal cabinet, healing
techniques, telepathy, reincarnation, webweaving, divination, fortune
telling, and spellcasting.",9
0060936363,"Lacking all memory of the first five years of her life because of a
brutal trauma, Aurora del Valle is raised by her regal grandmother
Paulina and eventually seeks to confront the mystery of her past, in a
novel set in late-nineteenth ...",8
0553260111,"A shooting victim, suffering from amnesia, finds himself with a Swiss
bank account in the name of Jason Bourne, a professional assassin
being manipulated by a top-secret American government organization to
kill his arch rival, the dreaded ...",6
0714507342,"Based, like the earlier Impressions of Africa, on uniquely eccentric
principles of composition (which the interested reader will find
outlined in Rayner Heppenstall&#39;s Raymond Roussel), this book
invites the reader to enter a very special ...",10
0816712085,"A young seaman joins the crew of the fanatical Captain Ahab in pursuit
of the white whale Moby Dick.",10
0515110973,"A magician&#39;s daughter has inherited her father&#39;s talents-and
his penchant for jewel thievery. Then she meets an escape artist who
captures her heart and has secrets that could shatter her illusions...",8
0330332775,"Bridget Jones&#39;s Diary was first published in 1996 and applauded by
critics from Salman Rushdie to Jilly Cooper.",9
1410742407,"Floodgates takes us into a unique journey through poetry that exposes
simple truths in the complex world of medical science.",10
1414015186,"288 pages---&quot;America in the CrossHairs&quot; is a bold and timely
warning of an America only hours away from destruction.",10
0552147427,"Lazlo Woodbine and his friend Barry, the Holy Guardian Sprout that
lives inside his head, try to uncover who killed God.",7
0440241073,"Ray and his brother, Forrest, receive a letter from their father, a
reclusive, retired judge, instructing them to return home to discuss
his estate, but the judge dies before they arrive, leaving behind a
secret known only to Ray.",6
0805057498,"Far more than the tale of an assassination, Murder in the Name of God
is a powerful indictment of a society&#39;s failure to examine itself
honestly and to bring its own worst enemies to justice.",9
039452764X,"Their dedication to the space experience defines its complexities and
fascination as no other writer can. &quot;From the Paperback edition.",1
0553578308,"A new stint hosting a cooking show for PBS turns sour for caterer
Goldy Shulz when the taping session at one of Colorado&#39;s most
exclusive skiing resorts is plagued by accidents and death.",8
0312956002,"Exposing the private secrets of Ethel Skakel Kennedy, an intimate
portrait reveals the hostility she felt towards her sister-in-law,
Jackie, her lengthy enemy list, the difficult decision she made at
Bobby&#39;s bedside, and more. Reprint.",5
014043187X,"This Norton Critical Edition is the only edition available that
includes both the 1890 Lippincott&#39;s and the 1891 book versions of
The Picture of Dorian Gray, allowing students to compare the two
published versions with the editorial ...",9
0688003095,"Head of a prestigious European bank, George Harlequin belongs to a
vanishing class of gentlemen whose handshake is their bond.",7
0452282829,"The Mulvaneys, at first a close and very lucky family, drift apart
over the years, until the youngest son, Judd, discovers the secret of
their downfall and sets out to help reunite the family",5
0330487612,Picador A dazzling urban satire of modern human relations?,6
0553492349,"As Elizabeth Wakefield jumps into her senior year headfirst, she finds
it hard to concentrate because she cannot stop thinking about Conner
McDermott, the bad guy from El Carro High who hardly notices her.
Original.",7
0553210866,"In a delightful series of adventures, Nicholas, the hearty young hero,
takes us on a journey through nineteenth-century England accompanied
by swaggering scoundrels and unforgettable eccentrics.",8
0439101352,"Presents a romantic tale of country English family life, which
satirizes human foibles and early-nineteenth-century manners.",8
0309087295,"Corsaro calls upon all adults to appreciate, embrace, and savor their
children&#39;s culture. He asks us to take a cue from those we hold so
precious and understand that &quot;we&#39;re all friends, right?&quot;",8
0749919817,"Develop your hero qualities and use them to acquire fame and fortune
in a spiritually sound fashion.",10
044651652X,"This is the story of Robert Kincaid, the photographer and free spirit
searching for the covered bridges of Madison County, and Francesca
Johnson, the farm wife waiting for fulfillment of a girlhood dream.",10
0060977493,"A debut novel of dark foreboding and family tragedy that won the
prestigious Booker Prize traces the decline of one family in Southern
India in the late sixties, which begins with an episode of forbidden
love. Reprint. Tour.",8
1853261009,"This collection of over forty of Anderson&#39;s most popular stories
includes &quot;The Ugly Duckling&quot;, &quot;The Red Shoes&quot;, and
&quot;The Little Match Girl.&quot;",8
0373250118,"See Jane Date by Melissa Senate released on Oct 25, 2001 is available
now for purchase.",8
0525944796,"While investigating a highprofile case involving the death of a leader
of a notorious drugdealing gang, California D.A. Nora Ray begins to
think that there are political forces trying to cover up the truth of
what really took place. 35,000 ...",6
0679736646,From the Trade Paperback edition.,7
038515951X,"The conflicts between love and hate, good and evil, and life and art
are explored in a portrait of Alaric Darconville, a twenty-nine-year-
old professor at Quinsy College--a woman&#39;s college in Virginia--
who falls in love with and is jilted ...",4
0140366814,"When a mysterious benefactor enables the orphan boy, Pip, to rise in
Victorian society, Pip is educated as a gentleman and snobbishly
neglects his childhood friends.",5
0765300346,"Being the only person who sees the other-worldly creatures, Eddi
McCandry plunges into excitement and terror when she becomes a pawn in
a bitter age-old battle between two faerie courts in modern
Minneapolis.",7
0679722602,"A routine investigation of a diamond robbery involves an insurance
detective in a bizarre case of murder, and cult worship",5
039592720X,"Original. 20,000 first printing. Winner of the 2000 Pulitzer Prize for
fiction, this stunning debut collection unerringly charts the
emotional journeys of characters seeking love beyond the barriers of
nations and generations.",9
0330311859,"A hunt that will tear their safe safari apart, plunging them into the
restless tides of a deadly civil war, in Wilbur Smith&#39;s
bestselling adventure, A Time to Die.For Sean Courtney, veteran
guerrilla fighter and professional warrior, it is ...",7
0684847450,"&quot;I was born into a mentally ill family. My sister was the
officially crazy one, but really we were all nuts.&quot; So begins My
Sister from the Black Lagoon, Laurie Fox&#39;s incandescent novel of
growing up absurd.",2
014036689X,No Marketing Blurb,10
0140233903,"Life as seen through the eyes of a ten-year-old Irish boy, Patrick
Clarke, is a poignant voyage through a bewildering, ever-changing
world of family, friends, dreams, and growing up. Winner of the Booker
Prize. Reprint. Tour.",8
0141302712,"By turns shocking, ironic, humorous, and touching, these tales are
filled with bizarre twists and unexpected delights. This collection
proves Roald Dahl&#39;s standing as one of the world&#39;s finest
storytellers.",8
0812550706,"Between the three of them lie the abilities to remake a world. If,
that is, the world survives. Orson Scott Card&#39;s Ender&#39;s Game
is the winner of the 1985 Nebula Award for Best Novel and the 1986
Hugo Award for Best Novel.",7
0671000381,"The astonishing no-holds-barred look into the heart and soul of
today&#39;s high priestess of rock n&#39; roll, this book reveals the
true Courtney Love, lead singer of the rock group, Hole, and late wife
of Kurt Cobain, the lead singer of Nirvana.",6
0151008116,"After the sinking of a cargo ship, a solitary lifeboat remains bobbing
on the wild blue Pacific.",8
1401300014,"Winner of the 2001 Disney teacher of the year award, Ron Clark
presents fifty-five rules for everyday life that help students rise to
their potential.",9
0671023012,"Felicia, who can move objects with her mind, Ellie, who reads minds,
and Talia, whose storytelling comes true, must learn to control their
strange powers as they try to ward off the evils of Fear Street.",6
0345361792,"While playing baseball in the summer of 1953, Owen Meany hits a foul
ball that kills his best friend&#39;s mother, and he becomes convinced
that he is an instrument of God",9
0425152251,"Discovering two thought-provoking philosophical questions in her
mailbox, Sophie enrolls in a correspondence course with a mysterious
philosopher and begins to receive some equally unusual letters.
Reprint.",8
044023722X,"Racial tension, a forbidden love affair, and murder are seen through
the eyes of a seven-year-old boy in a 1950s Southern cotton-farming
community.",7
0375702709,"A Lesson Before Dying tells the story of these two men who, through no
choice of their own, come together and form a bond in the realization
that sometimes simply choosing to resist the expected is an act of
heroism.",10
0684832291,"Four stories on Henry and Sandra Britland, husband-and-wife team of
sleuths, he a former U.S. president, she a former congresswoman.",5
0060927569,"&quot;There is no one quite like Barbara Kingsolver in contemporary
literature,&quot; raves the Washington Post Book World, and it is
right.",9
0743426916,"Returning to his hometown of Bramwell after years of wandering,
mercenary Darrick Lang discovers that a dark and horrifying force has
ensnared its citizens and now seeks to seize him, in a chilling novel
of dark fantasy, based on the ...",6
0060929693,"A beautiful and thoughtful gift, this book shows us a window to wisdom
and a door to greatness.",10
0684830493,"The last novel Ernest Hemingway saw published, The Old Man and the Sea
has proved itself to be one of the enduring works of American fiction.",9
0451209710,"Forty-year-old librarian Alison Sheffield finds her proper, staid, and
quiet life turned upside down when she falls head over heels in love.
A first novel. Original.",5
080700457X,"Elaine Scarry, Walter M. Cabot Professor of Aesthetics and the General
Theory of Value at Harvard University, is the author of The Body in
Pain, On Beauty and Being Just, Dreaming by the Book, and Resisting
Representation.",7
1576737330,"Let this deluxe, durable leatherbound edition be your guide on the
path toward extravagant blessing and extraordinary effectiveness for
God!",8
1576739759,"Explores images from chapter 15 of the Gospel of John, in which Jesus
symbolically portrays himself as the vine, God as the vinedresser, and
his followers as the branches, to reveal the secrets of spiritual
fulfillment.",5
0071151214,"Each chapter now includes learning objectives; chapter outline; and
matching, true-false, multiple choice, and essay questions, with
answer keys including page references to the text.",6
0373250207,"Fishbowl by Sarah Mlynowski released on Sep 24, 2002 is available now
for purchase.",7
0385720920,"Medical school dropout Victor Mancini comes up with a complicated but
ingenious scam to pay for his mother&#39;s elder care, cruises sex
addiction groups for action, and visits his zany mother, whose
Alzheimer&#39;s disease hides the bizarre truth ...",7
0515124761,"As war rages in the 12th century between England and France, a
noblewoman tries to murder in his sleep an English knight resting with
his troops in a French abbey. So begins a romance between Roland de
Gallienne and Hope of Chateauroux.",9
0345433491,"At her mother&#39;s deathbed, Anna becomes determined to learn more
about both her mother, Joanna, and her grandmother, Hanna, and looks
through old diaries, letters, and photographs",8
0440211263,"Two friends who grew up together in a small Irish village attend
college in Dublin, where their lives become intertwined with the
beautiful Nan Mahon and Jack Foley, the handsome son of a doctor",6
1400034779,"Working in Gaborone, Botswana, Precious Ramotswe investigates several
local mysteries, including a search for a missing boy and the case of
the clinic doctor with different personalities for different days of
the week.",8
0449909557,"Part-time CIA agent Emily Pollifax accompanies her young friend, Kadi
Hopkirk, to Africa on a mission to stop terrorists from disrupting the
coronation of Sammat, Kadi&#39;s childhood friend, as the new king of
Ubangiba. Tour.",9
0881840890,"This is Negley Farson&#39;s story of his life as an athlete, aviator
and reporter in the early decades of this century. Farson had
something to prove: His aristocratic family lost its fortune and he
had to make his own.",6
0140440410,"A beautiful, passionate Russian woman escapes the restrictions and
boredom of her marriage through a love affair with a charming soldier",9
0515127221,"In a novel set on the stormy, sultry coastal region of South Carolina,
a woman with an unfaithful husband, resentful teenage daughter, and
dark memories of the past embarks on a courageous search for the truth
about her life.",7
0345380371,"In a novel set within the arena of volatile Japanese-American
relations, business moguls compete for control of the international
electronics industry On the forty-fifth floor of the Nakamoto Tower in
downtown L.A. -- the new American ...",9
0374129983,"Enid Lambert begins to worry about her husband when he begins to
withdraw and lose himself in negativity and depression as he faces
Parkinson&#39;s disease.",9
0385489102,"Based on documents long missing from KGB files, this fascinating
account of Rasputin, a man who weilded unprecidented power over the
last Czar of Russia, attempts to understand this enigmatic and
charismatic figure.",10
0553213105,"And Jane Austen&#39;s radiant wit sparkles as her characters dance a
delicate quadrille of flirtation and intrigue, making this book the
most superb comedy of manners of Regency England.",7
0809236435,"Shows how to save on long-term debt by accelerating the payment of a
select amount of mortgage principal",7
0375705929,"An anthology of short stories captures the lives and fortunes of
Chinese Americans as they make their way through American society.",6
1573229091,"An American Buddhist scholar recalls her incredible journey from an
impoverished, segregated, Alabama mining town to the mist-shrouded
mystical mountains of Nepal and a career as a professor of religion at
Weslyan University. Reprint.",9
0140279091,"Washington has sent them on a personal mission to save one life.
Captain Miller and his men quickly realize this is not a simple rescue
operation.",9
0020360754,"Here are her collected stories, including two new works never before
anthologized. These stories reverberate with rural tradition, the
rites of nature, and the rituals of small-town life.",4
0194312828,"A practical, useful little dictionary to carry around.",6
0140018328,"Stylish, macabre and haunting, these tales will leave you with a
delicious feeling of unease.",7
0345444884,"Twelve-year-old Jack Sawyer braves the mysterious dangers of the
Territories, a surreal parallel world, in his cross-country quest
through the U.S. for the Talisman, the only hope for his dying mother
and for his own survival.",7
0451202341,"With his mother in jail for killing his abusive father, nineteen-year-
old Harley Altmyer is saddled with raising his three younger sisters,
working two jobs to pay the bills, and an overactive libido that will
not let him rest. Reprint.",8
0440414539,"A Newbery Honor winner. Reprint. H. PW. Author Patricia Reilly
Giff&#39;s Newbery Honor-winning Lily&#39;s Crossing is now available
for the first time in paperback!",10
0375409297,"Examines the technology and significant figures of cartography,
including the accuracy of ancient Chinese maps, contributions by such
navigators as Ferdinand Magellan and James Cook, and the development
of a current Global Positioning ...",8
0684807572,"A questionnaire designed to evaluate what sort of
&quot;brainstyle&quot; a person has is accompanied by helpful advice
on how to use this self-knowledge to enhance one&#39;s self-esteem,
career, and love life. 35,000 first printing. Tour.",7
0806518154,"Suggests ways to become mentally fit and provides mental exercises for
increasing focus and concentration",8
0895293676,"Helps readers learn the most effective ways of developing meaningful
relationships, intimacy, and ultimately love.",8
0684823780,"The classic work contemplates life, religion, and humankind&#39;s
place in the scheme of the universe. By the author of The Joyful
Christian. Reprint. 12,500 first printing.",10
0449224228,"Then she helps create an unlicensed law practice and angers a
notorious Vietnamese gang. This deeply affecting story is set in
Little Saigon, the Vietnamese community of Los Angeles. Optioned for a
feature film by MGM. &quot;EXUBERANT.",6
0199166617,"Here are six more of the popular Owls Storybooks, this time at Stage
7, to aid the transition to the more complex Magpie Storybooks, and
the Robins and Jackdaws branches.",7
1580050514,"A funny, often touching collection of essays on motherhood--by Allison
Crews, Beth Lucht, Ayun Halliday, Peri Escarda, Katie Granju, and
other writers--explores the great institution through the eyes of
Gen-X mothers. Original.",10
0486285170,"This collection of 104 carefully chosen poems reveals the lyricism,
mystical vision and consummate craftsmanship that have earned the poet
his preeminent place with both critics and the general public.",8
0515107867,"When the director of the Pickax Theatre Club&#39;s Shakespeare
production is found dead in Qwilleran&#39;s apple orchard, Qwilleran
and his Siamese sleuths must discover which player staged the murder.
Reprint. PW.",8
055329802X,"Kyp Durron, Luke Skywalker&#39;s rebellious and most talented student,
steals the design for the Sun Crusher, a heavily-armored spaceship
with the capability of destroying suns, and begins a vendetta against
the Empire",5
0679455884,"Explores what life is really like in contemporary small-town America,
focusing on the people of Northampton, Massachusetts, to assess how
individuals in a community transform a place into a home Home Town
makes us marvel afresh at the ...",7
0099771519,"&quot;Captivating, minutely imagined . . . a novel that refuses to
stay shut&quot; (&quot;Newsweek&quot;), &quot;Memoirs of a
Geisha&quot; is now released in a movie tie-in edition.",10
