isbn,summary,rating
0743249992,recounts story notorious gang mit blackjack savants devised received backing system winning world39s sophisticated casinos endeavor earned million dollars,9
0840734530,this enchanting work fantasy leads readers stirring quest enchanted lands hapless good-hearted king quad,10
0425184226,peace finally hand middle east - deputy director cia jack ryan lays groundwork peace plan centuries conflict,8
0060929790,the rise fall birth death mythical town macondo history buenda family,7
0060976845,don39t miss little altars everywhere new york times bestselling companion introduces ya-yas basis film,7
0061099325,jim chee torn role prosecution39s star witness charged killing friend investigation crime reprint,7
0446601640,restless loner motorcycle rider michael tillman unable resist powerful feelings jellie braden free spirit trapped passionless marriage by author the bridges madison county reprint,6
038572179X,in 1935 england thirteen-year-old briony tallis witnesses event involving sister cecilia childhood friend robbie turner victim imagination leads lifelong search truth,7
0451410319,sixteen years fell victim serial killer criminal profiler ivy dunlap called chicago police find madonna murderer unknown killer returned stalk city ivy,8
0553583468,as series grisly murders terrorizes small backwoods town silence nell gallagher young woman special psychic gifts holds power unravel mystery uncover dark secrets destroy town find,8
8401422825,fahrenheit 451 ofrece historia sombrio horroroso futuro,9
0380778556,danvers -- loyal and eerie presentiment evil tightened heart mrs winter began search real fate rebeccafor secrets manderley,8
0002740230,here guide make life simpler easier enjoyable,7
0385336772,even work apartment small newlywed amy thomas stewart finds longing baby,8
0812575482,that understands fine she39s standard-issue princess-and standard-issue fairy,9
044651747X,the author blockbuster the bridges madison county blends passion adventure story american novelist mexico young lover trip killer,6
0060801263,a poignant story childhood family relationships,8
0061030147,scott foresman reading street c2008 components grade 5,6
0140250964,weaves stories account fifteen-year-old arthur parkinson39s family fell life death annie marchand young woman arthur adored child,8
0671461494,after earth demolished make hyperspatial expressway arthur dent begins hitch-hike space,7
0385337639,kate morrison orphaned age grows brilliant older brother matt39s failure education tragedy feeling guilty accomplishments years,7
039575514X,the reminiscences new york lawyer jim burden boyhood nebraska particularly young bohemian girl named antonia shimerda set backdrop american assimilation immigrants,8
0330332775,bridget jones39s diary published 1996 applauded critics salman rushdie jilly cooper,8
0345354931,then horseman and discovered ride night mare master bit spur surrender for night mare began horrible nightmare,10
0060977493,a debut dark foreboding family tragedy prestigious booker prize traces decline family southern india late sixties begins episode forbidden love reprint tour,7
0156006529,when lovers meet thirty-one years separation renew attraction grapple issues aging erotic love betrayal reprint 20000 printing,6
0345378490,armed latest gifts advanced technology california scientist ruthless corporation agent mercenary hunter dangers congo jungle search diamonds lost city zinj deep heart,7
0345404793,when chief justice supreme court drops dead inauguration president kerry kilcannon selects replacement judge caroline masters woman hides secret affect ruling controversial case,7
0345409051,afflicted grief widow young children begin drifting frightening accident awakens bonds share,7
0375400117,quotcaptivating minutely imagined refuses stay shutquot quotnewsweekquot quotmemoirs geishaquot released movie tie-in edition,8
0375705856,from unsettled lives small-town teacher struggling raise boys mother39s retreat life pregnant teenage girl elderly bachelor farmers emerges vision life,7
0380717018,pop-up paper sculptures letter celebrate christmas season,8
0380718332,dr kay scarpetta serial killer targets young lovers,6
0385508042,the author best-selling legal thrillers the summons the brethren presents latest courtroom legal suspense 2500000 printing 2500000 adpromo,6
0385511612,from best-selling author the painted house skipping christmas the firm nostalgic high school football small texas town place football religion 2000000 printing,7
0385720106,while alice goodwin neighbor39s child drowns goodwins39 pond devastating accident profound repercussions entire goodwin family story set small midwestern farm town,6
0385730586,over bags cheese puffs decide form sisterhood vow the sisterhood traveling pants morning good-bye,7
0425163407,in number-one new york times best-seller detective kay scarpetta returns terrifying battle wits vicious saw-wielding killer by author cause death reprint,7
0425164403,matthew hiller finds caught middle hippocratic oath past potential future beautiful terminally woman married,8
044023722X,racial tension forbidden love affair murder eyes seven-year-old boy 1950s southern cotton-farming community,7
0446353205,the secret concerns quotthe charm schoolquot vast astounding kgb conspiracy stands poised heartland america,10
0446358592,lod airport israel two concorde jets un conference finally bring peace middle east,6
0446360856,told sutter39s sardonic hilarious point view laced sexual passion suspense the gold coast nelson demille39s captivating story friendship seduction love betrayal,8
0446600474,forsaking life leisure peter macdonald prepares confrontation vacation island psychopathic killers-for-hire damian carrie rose,5
0449006522,when college student jeff converse wrongly accused violent crime trapped dark evil underworld manhattan deranged predators hunt prey deadly game,7
0449911004,centering minneapolis beauty parlor functions women39s support group explores loves losses hopes victories experienced patty jane harriet eccentric sisters,8
0451162072,when boy39s persuades parents bury indian cemetary reputed legend house restless spirits nightmare death destruction begins deceased animals back life reissue,5
0451186648,twin cities investigative reporter rick beanblossom39s family target terrifying copycat crime anniversary 1932 lindberg kidnapping reprint,7
0452282152,a poor seventeenth-century servant girl place household painter johannes vermeer begins paint nasty whispers rumors circulate town reprint,7
051512219X,country music superstar mac mcphail returns hometown wintergreen missouri learns appreciate family open heart love commitment reprint,7
0515130389,from 1 new york times bestselling author-a spellbinding woman battered body spirit loses hope,7
051513290X,thirty years murder sister photojournalist anna jamieson returns new york city scene unsolved crime finds collision course terrifying memories fiendishly clever killer,6
0553580388,blackmailed master assassin agree perform life-saving surgery killer famous neurosurgeon jesse copeland struggles choice saving terrorist39s life lives threatens reprint,7
0679450408,years wrongfully accused murder love alison successful san francisco attorney tony lord returns lake city ohio defend friend sam robb charged killing students confront,7
0684848783,and 39tis story frank39s american journey impoverished immigrant brilliant teacher raconteur frank lands new york age nineteen company priest meets boat,6
0786863986,this book covers decade 1952-63 malachy roistered us europe asia spent time new york city,6
0804117934,victorian-era criminal investigator william monk wonders respected solicitor general found dead london slum barely living responsible series rapes beatings local prostitutes reprint,7
155874262X,features inspirational stories offering words wisdom hope empowerment,8
0060987103,when dorothy triumphed wicked witch west l frank baum39s classic heard side story but arch-nemesis mysterious witch where how wicked,7
0151008116,after sinking cargo ship solitary lifeboat remains bobbing wild blue pacific,8
0525947647,offers whimsical critique right exposing deceptive practices challenging conceptions media39s liberal bias identifying inconsistencies bush administration,9
0804111359,richard papen relatively impoverished student new england college falls exclusive clique rich worldly greek scholars learns dreadful secret reissue,7
0060013117,he track brutal murderer he find younger teach he whip cowardly despised night watch crack fighting force -- fast because sam vimes what39s happen,4
0060199563,so don39t put tomorrow today read thief time right minute because tomorrow you39ll read book find this terry pratchett tick,9
0060391448,in wicked gregory maguire largely unknown world oz populated power imagination fast-paced fantastically real supremely entertaining vision re-vision,8
0060976977,the children book defy stereotypes urban youth frequently presented media,7
0061020702,terry pratchett39s profoundly irreverent novels consistent number bestsellers england garnered revered position halls parody mark twain kurt vonnegut douglas adams carl hiaasen,9
0061020710,the color magic terry pratchett39s maiden voyage now-legendary land discworld this begins -- tourist twoflower wizard guide rincewind,8
0061092819,this romantic style danielle steel author 39a woman betrayed39 39suddenly39,7
0064471047,four english schoolchildren find back wardrobe magic land narnia assist aslan golden lion triumph white witch cursed land eternal winter,7
0064472264,georgia nicolson started dating sex god aka robbie,8
0066238501,this edition presents books -- unabridged -- impressive volume the books presented lewis39 preferred order chapter graced illustration original artist pauline baynes,10
014028009X,this witty national bestseller available paperback allowing readers enjoy trials tribulations triumphs single woman determined outlast single status reprint,7
014100018X,hailed quotan amazement riches readers resistquot the new york times book review chocolat timeless enchanting story temptation pleasure complete waste time deny,7
0141301066,matilda applies untapped mental powers rid school evil child-hating headmistress miss trunchbull restore nice teacher miss honey financial security,9
0142001740,after quotstand-in motherquot bold black woman named rosaleen insults biggest racists town lily owens joins rosaleen journey tiburon south carolina black bee-keeping sisters,8
014230218X,when manitou winter earth spirit withering blood fastens nina sixteen-year-old cousin ash enters otherworld stop spirit,7
0312151144,having planned engagement party years meeting marry celia small finds childhood dream threatened hated housemates planning party evening future in-laws,5
0312305060,by stories intertwine remarkable ways finally act subtle haunting grace the hours winner 1999 pulitzer prize fiction,7
0312890044,sara kendall kieran foy trapped midst eternal battle evil magic romance moves ancient wales modern canada,6
0345350499,retells legend arthur perceived viviane lady lake high priestess avalon arthur39s mother igraine christian wife guinevere sorceress morgaine,9
0345384466,from author extraordinary vampire chronicles huge mesmerizing witchcraft occult centuries,8
0345387651,the practices dr wilbur larch -- obstetrician orphanage director ether addict abortionist -- hindered abetted continued turn favorite orphan homer wells,8
034543014X,presents timeless love story farm boy named westley beautiful princess buttercup westley handsome farm boy risks death worse woman loves inigo spanish swordsman lives,8
0373218400,table for two nora roberts released oct 25 2002 available purchase,7
0375724370,a forensic pathologist returns sri lanka -- 15 years abroad -- assist identifying victims country39s civil,6
0380730448,shares observations adrian mole thirteen-year-old budding intellectual beset worries complexion untried sexuality parents39s unsteady marriage,8
0380789019,he fallen cracks reality landed different neverwhere,7
0380789035,shadow past,8
0380973650,magnificently told work literary magic haunt reader final page,7
0380977788,the day moved coraline exploring in coraline39s family39s flat twenty-one windows fourteen doors thirteen doors open close,9
038097827X,lucy wolves living walls -- wolves make family a wonderfully strange adventure quotnew york timesquot bestseller quotcoralinequot illustrations,9
038533348X,a young writer decides interview children scientist primarily responsible creation atomic bomb,7
0399146431,struggling regain voice express feelings husband ghostwriter ruth young discovers inability speak closely parallels story mother luling39s early life china ruth finds famous,8
0399501487,the classic group english school boys left stranded unpopulated island confront defects society defects nature,7
0413537900,play version hit adults teenagers alike,8
0439064864,in harry potter chamber secrets summer harrys year hogwarts worst summer dursleys distant horrible,9
0439136350,during year hogwarts school witchcraft wizardry harry potter confront devious dangerous wizard responsable parents death,8
0439139597,the fourth title continuing saga includes harry39s latest adventure hogwarts school witchcraft wizardry,9
043935806X,collects complete series relates adventures young harry potter attends hogwarts school witchcraft wizardry kind learn craft,9
0439510112,seventeen-year-old dimple family india discovers indian indians american americans sees hypnotically beautiful manipulative friend taking possession,10
0440211263,two friends grew small irish village attend college dublin lives intertwined beautiful nan mahon jack foley handsome doctor,7
0440241413,financial journalist rebecca bloomwood seeks solace boredom pressures life shopping solution brings close financial disaster encounters story change life,6
0440419468,as evidence family39s fortune attribute curse distant relative stanley yelnats hellish correctional camp texas desert finds real friend treasure,8
0440967694,a revealing account tensions fears frustrations gang life written seventeen-year-old,8
0441003257,when armies heaven hell decide it39s time armageddon demon angel decide life earth team stop coming apocalypse,7
0441172695,the sisterhood bene gesserit plots seize control galaxy-wide empire supernatural leader,8
0446350109,she39s glinting edge east-west confrontation beautiful accomplished scholar suddenly newest ambassador iron curtain country woman dramatically change course world events --,8
0446354678,in the other side of midnight played ultimate game love lust death now memories of midnight survivors meet play time,6
0446364762,in the stars shine down sidney sheldon returns powerful classic themes made world39s popular bestselling authors,6
0451137965,for schools libraries after gypsy woman killed car lawyer billy halleck stricken flesh- wasting malady undertake nightmarish journey confront forces death,6
0451167317,thad beaumont suspicion clues concerning murder lead george stark fictional alter ego beaumont write reissue,8
0451406176,originally published quotthe generous earl quot coulter rewrote book 1995 historical romance touch mystery added,5
0451522389,a time traveler discovers fate earth scientist learns make invisible criminally insane,8
0451524934,winston smith worker ministry truth falsifies records party secretly subversive colleague julia free political slavery price freedom betrayal,8
0451526279,a timeless coming-of-age story adventures self- assured accomplished emma twenty-one-year-old girl privilege believes immune romance chaotic humorous experiences reissue,8
0451526341,a satire totalitarianism farm animals overthrow human owner set government,8
0452277337,when roxanne walker persand39s husband leaves pregnant turns sister isabel persand family subtly governs choice divorce especially painting worth millions,7
0515130923,just months wedding siblings successful ceo gabe madison lillian harte owner computer matchmaking service find odds business contract leads all-too- personal encounter,7
051513287X,the final book new england-set trilogy began dance upon air heaven earth,8
0553250531,after cast clan adopted child leader ayla shares lonely valley herd steppe ponies harnesses power discovers speech love jondalar member race,7
0553265741,a weary concert violinist unable endure grueling tour forward relaxing innocence mississippi grandmother39s secluded bayou home,7
0553280589,a servant woman relates life landowners emigres urchins guerrilla leaders entertainers eccentrics refugees instruct transform,8
0571197639,the poisonwood bible story told wife daughters nathan price fierce evangelical baptist takes family mission belgian congo 1959,8
0590353403,rescued outrageous neglect aunt uncle young boy great destiny proves worth attending hogwarts school witchcraft wizardry,9
059043893X,it story eskimo boy amp team dogs amp survive rigorous journey north country,10
0618002219,chronicles adventures inhabitants middle-earth bilbo baggins hobbit brought home the shire one ring power a great modern classic prelude the lord rings jrr tolkien39s description,9
0618002227,in sleepy village shire young frodo baggins finds immense task elderly cousin bilbo entrusts ring,8
0671525743,dedicated policewoman sloan reynolds thrust world privilege inhabited estranged socialite father trust despite sinister plot points noah maitland loves,6
067976402X,in 1954 ishmael chambers local reporter lost arm covers murder trial japanese american fisherman wife ishmael39s childhood sweetheart,8
0679879242,accompanied daemon lyra belacqua sets prevent friend kidnapped children subject gruesome experiments far north,8
0679879250,here highly anticipated installment philip pullman39s epic fantasy trilogy begun critically acclaimed quotthe golden compass,9
0684872153,quotwhen i back childhood i wonder i managed survive,7
0684874350,the author recounts childhood depression-era brooklyn child irish immigrants decide return worse poverty ireland infant sister 40000 printing 35000 adpromo,8
0963094424,a miscellany fiction humour non-fiction poetry artwork angels amp visitations journeys science fiction fantasy shorts detective stories meticulously-researched literary works,9
1551667959,7b stella cameron released feb 22 2001 available purchase,10
0374270325,a man full 1998 national book award finalist fiction,8
0375719180,half apache orphaned edgar39s trials begin arizona reservation age run mailman39s jeep hospital school delinquents mormon foster family,8
0440235502,the life times aerospace engineer home hickman friends big creek west virginia,8
0060977477,the number-one new york times best-seller recounts dramatic story fishing boat andrea gail lost north atlantic extraordinarily violent storm reprint national adpromo tour nyt,7
0345391691,reveals fundamentalist movements christianity judaism islam born dread modernity,8
0670856045,the lives different couples -- wealthy los angeles liberals delaney kyra mossbacher candido america rincon pair mexican illegals -- suddenly collide story unfolds shifting viewpoints,7
0671649949,this gently comic story insecure young share brooklyn apartment gay pregnant woman brink financial emotional disaster,6
0590431110,two orphan sisters late 1800s leave new york orphan train seek home west,6
0064470113,two sixteen-year-old girls different social classes spend summer resort island experience test friendship family loyalties romance dependence interfere,7
0553571486,heather returns missionary trip africa dissapointed find selfish family unchanged trip back family time original,6
0312963009,not jurassic park enthralled readers now enter world neanderthal the expedition centuryuncovers find millenniumneanderthal,5
0345430476,in desperate bid quick cash married couple stages fall daughter terrifying consequences begin grown-up daughter returns years small dark place reprint,5
0380728729,the author father discusses intricacies welcoming member family nerve-racking drive delivery room art hypnotizing newborn sleep,6
038081840X,contains tales enchantment wonder horror authors including ursula k leguin charles lint tanith lee gene wolfe ted chiang kate riedel terry goodkind nicola griffith,5
0449912302,after day spent staring computer monitor book kind screen saver brainquot,9
055329198X,the surviving member powerful cursed family nicole st claire returns exile new york city protect love duffy johnson town39s powerful luring unholy trap nicole39s,5
0671018930,three teenage siblings find embroiled spiritual warfare christopher kidnapped rebel prince forced join lucifer39s ancient revolt king heaven original,5
0812541642,waiting rich character suspense constant surprise this chillers entire decade it guaranteed give nightmares reading book pure pleasurequot -- mystery scene,5
0312988699,quot -kirkus reviews quotclark perfected suspense classic christie fashion potential suspecttimely downright funquot -booklist quota fast- paced story linea winner,4
0486282112,frankenstein published year rage london in generations story victor frankenstein monster created read millions world,7
0345371984,the authors provide account journey world search endangered animals including kakapo new zealand white rhinos zaire komodo lizard,9
0380730138,in stark troubling ultimately triumphant celebration self- determination award-winning author a manette ansay re-creates stifling world guilty pain tormented souls inhabit,6
0425120279,gripping military thriller chase top-secret russian missile submarine copyright libri gmbh all rights reserved,8
067153484X,left music box remember murdered parents orphaned gabrielle denning lady nevon falls love nevon39s nephew solve mystery lose newfound happiness,6
0771076002,it collects tributes friends colleagues grieving strangers touched roles provide chapters book writer newspapers magazines books radio,8
0060188731,ann patchett written lyrical profound unforgettable bel canto engenders reader passion art language music characters discover,8
0380704587,sometimes fairy toles true-even plainshy spinsters missy wright,7
038542471X,present suicide new orleans defense attorney young boy hires lawyer protect sharing dead attorney39s shocking words hiding dangerous information 500000 printing 500,7
0449005410,a set world thoroughbred racing group trainers jockeys quottrack bratsquot two-year journey racing cycle,8
0449207544,when typically perfect party wine merchant tony beach39s brutally crashed finds caught terrifying midst mystery begins sham scotch counterfeit claret escalates hijacking murder,9
0515128554,in final book gallagher siblings darcy gallagher searches rich give glamour adventure find,9
0517577402,raised planet remote edge universe daughter arthur dent sets transgalactic quest find planet ancestors,3
0590450875,rhyming verses readers find hidden objects photographs,8
067103619X,two fleeing disasters past lives land rural new hampshire town search love fulfillment other39s arms original,7
0743411269,barbara delinsky brings back poppy blake stunning new york times bestseller lake news deeply moving life39s chances accidents fate set free,7
0767905938,a woman separated husband flat marriage spends year cape cod cottage examining life finding affirmative wisdom peace revitalize marriage freely engage life reprint,8
0156528207,a pilot forced sahara meets strange prince planet,9
0785815147,this perfect curious beginner wicca,8
0671867113,from queen suspense mary higgins clark thriller grabs paragraph lets usa today woman desperate uncover truth beloved stepmothers death,8
0060973897,relates experiences native american woman grew reservation joined revolution native american rights 1960s 1970s,9
006101351X,october 1991 it quotthe perfect stormquot -- tempest happen century -- nor39easter created rare combination factors possibly worse,7
0312143370,gift local 11-15-2002 1395,7
0440224675,reissue the movie event of the year the most talked about novel of the decade you remember hannibal lecter gentleman genius cannibal,7
0449002632,the triumphs failures individual family clans span history city third-century roman occupation londinium norman conquest elizabethan period,8
0449213773,an exploration contemporary concerns -- love exploitation survival sex roles personal power -- centers lives relationships attractive independent woman ineffectual husband passive easily manipulated,3
0452279690,four women lives converge unexpectedly forced terms past future,8
0553569058,remembering painful experiences past manipulated betrayed woman roz charis tony relieved zenia39s funeral shocked zenia turns alive,7
0679427430,wisdom remarkable woman talents -- writer captured america39s heart inauguration day,7
1573225126,a memoir sex drugs depression indicts overmedicated america chronicles fortunes harvard educated child divorce lived fast lane music critic fighting chronic depression,10
1878424319,identifies self-limiting beliefs impede one39s experience freedom happiness love,8
1853260622,this epic centred napoleon39s russia it expresses tolstoy39s view history inexorable process influence,8
0312283784,an evocation day-to-day life women civil war alice husband left iowa farm copes farm life lives suddenly accused murder reprint,8
0345335465,at time number dragonriders fallen low safety weyr trains creatures riders red star approaches pern threatening planet disaster,7
0843136685,in parody best-selling griffin amp sabine angst-ridden young eccentric meddlesome mother trade blows latest infatuation series hilarious letters 75000 printing,2
0866119531,black beauty learns sides life classic anna sewell told horse39s point view black beauty39s story takes mind heart sensitive animal searching love understanding,5
0866119566,nine-year-old orphaned oliver twist escapes workhouse travels london seek life an orphan lost found oliver twist poor orphan boy cruelly treated public workhouse,8
0553210092,hester prynne young woman seventeenth century massachusetts condemned puritan law wear scarlet quotaquot symbol committed,7
0316168815,the spirit fourteen-year-old susie salmon describes murder surprise home heaven witness family39s grief efforts find killer attempts terms happened,7
0345424719,chronicles life complex abrasive woman born shadow siblings39 deaths parents39 adultery finds love motherhood widowhood,7
0375726403,whiting heir faded logging textile legacy evocative author nobody39s fool reader39s guide available reprint 150000 printing,7
0425156842,a history philosophy chronicles story teenaged girl discovers mysterious letter mailbox embarks journey philosophical discovery taking socrates sartre reprint,8
0767903579,the daughter wealthy hong kong businessman describes difficult childhood psychological abuse suffered hands stepmother,6
0805063897,the sharp social critic author blood rites underneath illusion american prosperity poverty hopelessness america reprint 100000 printing,8
0671002481,three faithful middle-age wives abandoned quottrophy wivesquot -- younger blonder sexier models -- successful husbands decide seek public revenge new york society,7
0812523385,background information accompanies hundred dickinson39s poems,6
0842329129,donated pam strauss,7
0345451260,when wife offered dream job linc menner leaves thriving landscape business los angeles move rochester new york charge household finds frustrated bored missing wife,8
0380973545,quot -- vice president al gore quotan unending stream hilarious exchanges i39ve read everyone i lent book read laughed loud i it39s simple totally inventive,7
0743424425,and gifted shining battle darkest evils stephen king39s classic thriller powerfully imagined novels time the shining,8
0446610178,the winthrops america39s royal family prince charming sexy charismatic gary winthrop,6
0380732335,local trivia buff serge loves inflicting pain,8
0312195516,told dinah39s voice reveals traditions turmoils ancient womanhood -- world red tent it begins story mothers -- leah rachel zilpah bilhah -- wives jacob,8
0399137807,mystery guild main skulduggery strikes bonnie scots tour jim qwilleran friends pickax set never-to-be- forgotten adventure lilian jackson braun39s fourteenth addition best-selling cat whoseries,6
039914739X,angered governor39s order speed traps eccentric inhabitants isle tangier coast virginia declare state judy hammer superintendent state police stop,5
0451410556,then onetime owner blue last found shot death-the book writing london german blitzkrieggone a stolen life stolen book or,8
0486281965,in luminous evocations lives maine-born jewett created startlingly real portraits individual new englanders warm humorous compassionate vision new england character,6
0312278586,the nanny diaries deftly skewers manner america39s over-privileged raise petites over-privileged-as grooming best show competition,7
0674511255,we lincoln39s steadfast dedication emancipation proclamation fate republic future million black americans hung balancerichly illustrated nuanced accessible written,8
0679310002,a remarkable debut bittersweet unflinching love devotion mother daughterrazor sharp darkly funny quotgoing down swinging chronicles years life hoffmans,10
0380710218,quotdazzling,7
0553289063,flo march innocent mistress billionaire financier art collector jules mendelson quotsuicidequot hector paradiso machinations lover workings hollywood underworld,7
0671673688,a stunning murder glamour romance while my pretty one sleeps exciting mary higgins clark america39s undisputed master suspense,8
0425178242,a collection unique passionate columns carl hiaasen miami herald examines outrageous carnival southern florida inhabitants -- thieves conmen hustlers perfumed swine legal swindlers patriotic,7
0385721420,this strong memorable debut draws reader deeply lives central characters separate junes spanning ten years,7
0451202341,with mother jail killing abusive father nineteen-year- harley altmyer saddled raising younger sisters working jobs pay bills overactive libido rest reprint,7
0743418190,in her shoes -- jennifer weiner39s follow-up critically acclaimed debut good bed -- observes rose maggie brain beauty make journeys discovery streets philadelphia ivy,7
0060923245,in the sweet hereafter russell banks tells story begins school bus accident,9
0140286276,the deep end ocean story family redeemed reborn-one stun pain surprise hope unforgettable make jaws ache anxiety haunt heart,8
0385335407,trapped loveless marriage frenchwoman isabelle cares daughter dangerously pursuing secret friendship american power broker bill robinson car accident tests growing love 1000000,6
0385490992,after violent encouanter homeless talented corporate lawyer michael finds streets lucky alive holding top-secret file belonging former employer,9
0440225078,ten years elopement cowboy olivia morrison returns louisiana estate wealthy stepfather prodigal daughter eight-year-old daughter tow uncertain reception,10
0449907481,on prospering iowa farm 1970s wealthy farmer lawrence cook announces intentions divide farm daughters setting family crisis reminiscent shakespeare39s quotking learquot,6
0486272664,great title poem quotkubla khanquot quotchristabelquot 20 sonnets lyrics odes quotsonnet to friend asked i felt nurse presented infant mequot quotfrost midnightquot quotthe nightingalequot quotthe pains sleepquot quotto,5
0515134279,one person wades seemingly unconnected series events -- methodical mass killing pennsylvania missing girl california possible death couple montana -- confrontation straw men,8
0553272837,an irresistible police detective eccentric mystery writer struggle separate business pleasure pursuing deranged murderer then grace discovers kathleen boosting income profession,8
0425182878,hoping supposedly straightforward case murder clear mind deputy chief lucas davenport finds matching wits ever-escalating serial killer art history professor congenial pervert sexual predator james,8
055356451X,this gripping unfolds peaceful minnesota town crime doesn39t happen but young boy disappears marks beginning unspeakable nightmare,8
0553564528,as prosecutor ellen north prepares arrested abduction josh kirkwood small hamlet deer lake minnesota confronts sensation-driven news media lover defense attorney,5
0020442408,read prince army talking animals defeat telmarines,6
0140179836,the author poet recounts difficult childhood growing texas oil town,8
